imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category,gt,loa_m,beam_m,nav_status,built_year,age_years,compliance_risk_level
9655444,636021080.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1028683,636021079.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9934125,636021078.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9297890,636021077.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9314179,636021076.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9729283,636021075.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9905318,636021074.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9887217,636021073.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9871012,636021072.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9507984,636021070.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9823572,636021069.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9768526,636021068.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9308156,636021067.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1068358,636021066.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9407330,636021065.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9511234,636021064.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9856062,636021063.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9893230,636021062.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9669653,636021061.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9686869,636021060.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9876828,636021059.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9876830,636021058.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9581007,636021057.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9803651,636021056.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1020863,636021055.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9817470,636021054.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9783631,636021053.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9792046,636021052.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9274329,636021051.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9409273,636021050.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9931460,636021049.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9724673,636021048.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9947691,636021047.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9694359,636021046.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9410648,636021045.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9787182,636021044.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9418597,636021043.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9431264,636021042.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9283679,636021041.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9773741,636021040.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9451733,636021039.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9288693,636021038.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9384095,636021037.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9753363,636021036.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9561370,636021035.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9263203,636021034.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9357559,636021033.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9682588,636021032.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9292060,636021031.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9512484,636021030.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9313462,636021029.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9762261,636021028.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9781920,636021027.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9590682,636021026.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9941697,636021025.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9692258,636021024.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9970583,636021023.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9592214,636021022.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9952608,636021021.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9706463,636021020.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9501174,636021019.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9410909,636021018.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1014096,636021017.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9261516,636021016.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9435703,636021015.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9370848,636021014.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9986001,636021013.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9947691,636021012.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9746279,636021011.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9724673,636021010.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9249180,636021009.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9254941,636021008.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9402562,636021007.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9852145,636021006.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9803649,636021005.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9460564,636021004.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9803649,636021003.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9852145,636021002.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9460564,636021001.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9385831,636020999.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9447794,636020998.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9724570,636020997.0,,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9292979,636020996.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9447055,636020995.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9417892,636020994.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9819844,636020993.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9357561,636020992.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9444455,636020991.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9298193,636020990.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9404584,636020989.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9363522,636020988.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9698355,636020987.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9428815,636020986.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9318137,636020985.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9916123,636020984.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9989209,636020983.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9851725,636020982.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9300489,636020981.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9266243,636020980.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9746279,636020979.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1055894,636020978.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9845788,636020977.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1055844,636020976.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9268253,636020975.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9752034,636020974.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9750696,636020973.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9749374,636020972.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9283459,636020971.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9461910,636020970.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9401544,636020969.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9724570,636020968.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9380489,636020967.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9322700,636020966.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9973937,636020965.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9602710,636020964.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9412000,636020963.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9973937,636020962.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9752711,636020961.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9465992,636020960.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9426283,636020959.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9786231,636020958.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9752046,636020957.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9884241,636020956.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9359557,636020955.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9707182,636020954.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9424754,636020953.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9976812,636020952.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9387279,636020951.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9242089,636020950.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9447794,636020949.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9477567,636020948.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9676515,636020947.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9431290,636020946.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9391957,636020945.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9332078,636020944.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9956604,636020943.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9834313,636020942.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9358632,636020941.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9905916,636020940.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9438858,636020939.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9817315,636020938.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9910533,636020937.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9537769,636020936.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9970571,636020935.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9831309,636020934.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9726592,636020933.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9798002,636020932.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9923463,636020931.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9893022,636020930.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1042342,636020929.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1034199,636020928.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9914620,636020927.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9997476,636020926.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9876660,636020925.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9862920,636020924.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9983499,636020923.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9887803,636020922.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9272709,636020921.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9410911,636020920.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9283289,636020919.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9482562,636020918.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9230517,636020917.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9508158,636020916.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9681118,636020915.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9408073,636020914.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9878888,636020913.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9462926,636020912.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9877470,636020911.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9286281,636020910.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1044209,636020909.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9328326,636020908.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
1026635,636020907.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9794721,636020906.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9281853,636020905.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9322712,636020904.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
9745251,636020903.0,HISTRIA CORAL.,,,7.3,LIBERIA (Либерия).,vessel,,180.0,32.26,"Underway using Engine (На ходу, используется двигатель)",,,
