# MOCK SYNTHETIC AIS HISTORY — NOT REAL POSITIONS
# For UI development only. See sample_ais_history_MOCK.README.txt
imo,timestamp,lat,lon,speed_knots,heading
9333656,2025-06-23T02:00:00Z,49.78224,-128.53374,9.5,91.0
9333656,2025-06-23T14:00:00Z,48.75333,-125.37443,11.2,271.0
9333656,2025-06-23T20:00:00Z,47.63684,-122.35701,14.5,125.0
9333656,2025-06-26T08:00:00Z,47.61775,-122.34028,11.6,342.0
9333656,2025-06-27T20:00:00Z,48.77007,-125.35108,11.0,358.0
9333656,2025-06-28T04:00:00Z,49.81845,-128.50526,11.9,115.0
9333656,2025-06-28T07:00:00Z,50.70895,-131.77935,11.4,232.0
9333656,2025-06-29T19:00:00Z,51.6194,-135.20686,13.4,243.0
9333656,2025-06-30T19:00:00Z,52.36776,-138.74896,9.9,162.0
9333656,2025-07-01T01:00:00Z,52.99183,-142.41459,9.3,220.0
9333656,2025-07-01T04:00:00Z,53.56069,-146.21767,15.4,241.0
9333656,2025-07-02T04:00:00Z,53.94758,-150.05391,12.5,16.0
9333656,2025-07-02T12:00:00Z,54.30164,-153.98773,10.6,171.0
9333656,2025-07-02T20:00:00Z,54.39181,-157.94284,13.4,43.0
9333656,2025-07-04T08:00:00Z,54.44002,-161.89444,9.6,175.0
9333656,2025-07-04T20:00:00Z,54.33524,-165.89186,11.8,308.0
9333656,2025-07-07T08:00:00Z,54.16063,-169.79645,11.3,284.0
9333656,2025-07-07T14:00:00Z,53.81138,-173.70681,12.7,220.0
9333656,2025-07-07T18:00:00Z,53.33051,-177.52713,10.0,42.0
9333656,2025-07-10T06:00:00Z,52.72614,178.78467,14.1,279.0
9333656,2025-07-10T18:00:00Z,52.01019,175.14366,11.9,34.0
9333656,2025-07-11T02:00:00Z,51.21381,171.69973,11.8,74.0
9333656,2025-07-13T14:00:00Z,50.27779,168.31613,12.9,47.0
9333656,2025-07-14T02:00:00Z,49.28257,165.08671,14.4,141.0
9333656,2025-07-14T08:00:00Z,48.19235,162.03203,10.1,272.0
9333656,2025-07-16T20:00:00Z,46.94442,159.04296,14.8,13.0
9333656,2025-07-18T20:00:00Z,45.72545,156.23702,10.0,77.0
9333656,2025-07-19T00:00:00Z,44.42028,153.57215,14.6,51.0
9333656,2025-07-19T18:00:00Z,43.07741,151.00176,10.3,145.0
9333656,2025-07-20T12:00:00Z,41.65116,148.46841,11.6,332.0
9333656,2025-07-21T12:00:00Z,40.11737,146.18989,13.4,275.0
9333656,2025-07-22T00:00:00Z,38.60658,143.87961,14.3,163.0
9333656,2025-07-22T08:00:00Z,37.07036,141.72415,10.4,312.0
9333656,2025-07-22T12:00:00Z,35.4666,139.66168,11.5,302.0
9378371,2025-06-06T16:00:00Z,29.39389,47.96788,10.3,255.0
9378371,2025-06-08T04:00:00Z,28.59483,50.59101,13.6,351.0
9378371,2025-06-08T12:00:00Z,27.88598,53.14975,8.9,300.0
9378371,2025-06-09T06:00:00Z,27.05429,55.69099,10.7,97.0
9378371,2025-06-09T18:00:00Z,26.18075,58.18844,12.8,211.0
9378371,2025-06-10T06:00:00Z,25.22311,60.64519,9.5,212.0
9378371,2025-06-10T18:00:00Z,24.29044,63.09482,15.5,233.0
9378371,2025-06-11T02:00:00Z,23.23452,65.47921,13.2,295.0
9378371,2025-06-12T02:00:00Z,22.25059,67.8478,15.2,146.0
9378371,2025-06-12T05:00:00Z,21.17697,70.14276,15.1,222.0
9378371,2025-06-14T05:00:00Z,20.05843,72.38964,12.0,344.0
9378371,2025-06-15T17:00:00Z,18.96801,74.65879,12.6,198.0
9378371,2025-06-15T21:00:00Z,17.80053,76.87402,14.6,310.0
9378371,2025-06-16T01:00:00Z,16.61188,79.08646,14.1,225.0
9378371,2025-06-16T09:00:00Z,15.43464,81.20555,15.2,187.0
9378371,2025-06-17T03:00:00Z,14.20067,83.3605,13.2,235.0
9378371,2025-06-18T03:00:00Z,12.93532,85.48384,14.8,257.0
9378371,2025-06-18T09:00:00Z,11.68562,87.54492,13.3,249.0
9378371,2025-06-20T21:00:00Z,10.45547,89.62601,12.3,288.0
9378371,2025-06-21T05:00:00Z,9.17816,91.6969,9.8,141.0
9378371,2025-06-21T23:00:00Z,7.88453,93.78685,10.4,348.0
9378371,2025-06-22T02:00:00Z,6.57629,95.75847,13.1,10.0
9378371,2025-06-22T14:00:00Z,5.24077,97.80347,15.2,209.0
9378371,2025-06-24T14:00:00Z,3.88661,99.83359,9.5,116.0
9378371,2025-06-24T20:00:00Z,2.55706,101.7823,14.9,226.0
9378371,2025-06-25T08:00:00Z,1.25796,103.79968,13.2,316.0
9378371,2025-06-26T08:00:00Z,1.27917,103.80011,15.0,254.0
9378371,2025-06-26T20:00:00Z,2.50428,101.93689,10.3,86.0
9378371,2025-06-27T00:00:00Z,3.81333,99.98511,14.0,230.0
9378371,2025-06-29T00:00:00Z,5.0485,98.00654,12.9,172.0
9378371,2025-06-29T12:00:00Z,6.32369,96.13087,9.8,218.0
9378371,2025-06-29T16:00:00Z,7.56902,94.12517,14.4,343.0
9378371,2025-06-29T20:00:00Z,8.84511,92.16372,9.0,326.0
9378371,2025-06-30T20:00:00Z,10.05514,90.19552,8.7,41.0
9378371,2025-07-02T08:00:00Z,11.33928,88.18546,13.6,249.0
9378371,2025-07-03T08:00:00Z,12.55416,86.20126,12.9,89.0
9378371,2025-07-03T12:00:00Z,13.73538,84.21784,12.2,297.0
9378371,2025-07-04T00:00:00Z,14.90908,82.17883,12.5,102.0
9378371,2025-07-04T08:00:00Z,16.07733,80.09764,14.9,297.0
9378371,2025-07-04T11:00:00Z,17.17895,77.94677,15.3,82.0
9378371,2025-07-04T14:00:00Z,18.31332,75.90099,8.8,298.0
9378371,2025-07-04T18:00:00Z,19.4666,73.74242,11.3,278.0
9378371,2025-07-05T18:00:00Z,20.50996,71.58468,10.0,292.0
9378371,2025-07-07T06:00:00Z,21.54738,69.33584,9.2,315.0
9378371,2025-07-07T10:00:00Z,22.51955,67.12973,15.3,299.0
9378371,2025-07-08T22:00:00Z,23.55393,64.80267,11.9,85.0
9378371,2025-07-09T06:00:00Z,24.46408,62.5474,13.4,103.0
9378371,2025-07-09T10:00:00Z,25.42778,60.17505,9.9,50.0
9378371,2025-07-10T10:00:00Z,26.27087,57.84374,8.7,283.0
9378371,2025-07-11T22:00:00Z,27.09456,55.45877,13.8,175.0
9378371,2025-07-12T06:00:00Z,27.93556,52.95251,14.7,29.0
9378371,2025-07-13T00:00:00Z,28.6262,50.47221,10.8,223.0
9378371,2025-07-15T12:00:00Z,29.33656,47.96133,15.1,235.0
9389265,2025-05-18T16:00:00Z,25.27938,55.26777,12.0,131.0
9389265,2025-05-19T10:00:00Z,26.01259,54.52306,8.8,65.0
9389265,2025-05-21T10:00:00Z,26.7667,53.74364,14.4,305.0
9389265,2025-05-21T22:00:00Z,27.45564,53.02608,14.6,288.0
9389265,2025-05-22T10:00:00Z,28.22156,52.22865,11.2,123.0
9389265,2025-05-24T10:00:00Z,28.92561,51.42332,9.5,245.0
9389265,2025-05-24T18:00:00Z,29.59056,50.64865,9.1,293.0
9389265,2025-05-25T12:00:00Z,30.368,49.79852,11.4,104.0
9389265,2025-05-25T15:00:00Z,31.08049,48.95689,14.6,85.0
9389265,2025-05-26T03:00:00Z,31.71751,48.10737,13.7,145.0
9389265,2025-05-28T03:00:00Z,32.46247,47.27642,10.0,219.0
9389265,2025-05-30T03:00:00Z,33.10929,46.40303,9.7,312.0
9389265,2025-05-31T15:00:00Z,33.79503,45.51585,11.5,344.0
9389265,2025-05-31T23:00:00Z,34.45728,44.6171,15.0,188.0
9389265,2025-06-03T11:00:00Z,35.11483,43.72516,11.0,15.0
9389265,2025-06-03T14:00:00Z,35.81722,42.77416,12.7,118.0
9389265,2025-06-03T18:00:00Z,36.45693,41.81349,14.9,77.0
9389265,2025-06-06T06:00:00Z,37.07455,40.90315,9.3,223.0
9389265,2025-06-06T14:00:00Z,37.7101,39.87529,13.4,280.0
9389265,2025-06-06T18:00:00Z,38.40233,38.88679,14.7,136.0
9389265,2025-06-07T12:00:00Z,39.0216,37.94787,9.7,138.0
9389265,2025-06-07T16:00:00Z,39.61063,36.90965,12.8,75.0
9389265,2025-06-08T16:00:00Z,40.23676,35.85538,10.9,346.0
9389265,2025-06-08T19:00:00Z,40.79892,34.76567,11.9,277.0
9389265,2025-06-09T07:00:00Z,41.37814,33.66036,9.5,261.0
9389265,2025-06-09T13:00:00Z,41.9406,32.59166,10.1,166.0
9389265,2025-06-09T17:00:00Z,42.51095,31.46548,11.1,152.0
9389265,2025-06-09T20:00:00Z,43.10118,30.36609,13.2,41.0
9389265,2025-06-10T14:00:00Z,43.65911,29.17289,15.5,188.0
9389265,2025-06-10T18:00:00Z,44.19012,28.0023,9.6,280.0
9389265,2025-06-12T06:00:00Z,44.69013,26.79153,12.7,188.0
9389265,2025-06-12T10:00:00Z,45.2018,25.56989,11.2,311.0
9389265,2025-06-12T13:00:00Z,45.70958,24.31236,13.8,283.0
9389265,2025-06-13T13:00:00Z,46.11594,23.0553,12.1,184.0
9389265,2025-06-13T19:00:00Z,46.57601,21.74949,13.4,258.0
9389265,2025-06-14T19:00:00Z,47.05084,20.42929,15.2,319.0
9389265,2025-06-15T03:00:00Z,47.49238,19.07643,12.4,129.0
9389265,2025-06-15T07:00:00Z,47.94546,17.75417,10.9,313.0
9389265,2025-06-15T10:00:00Z,48.29531,16.33616,9.4,13.0
9389265,2025-06-17T10:00:00Z,48.6923,14.96774,8.7,289.0
9389265,2025-06-17T13:00:00Z,49.03402,13.55459,12.9,137.0
9389265,2025-06-19T13:00:00Z,49.39845,12.09558,15.5,189.0
9389265,2025-06-20T01:00:00Z,49.74205,10.66368,8.6,35.0
9389265,2025-06-20T07:00:00Z,50.01431,9.14665,14.9,163.0
9389265,2025-06-22T19:00:00Z,50.37552,7.7001,10.8,264.0
9389265,2025-06-25T07:00:00Z,50.6293,6.14858,15.4,345.0
9389265,2025-06-26T07:00:00Z,50.9101,4.63342,12.0,308.0
9389265,2025-06-27T19:00:00Z,51.08367,3.10212,15.0,35.0
9389265,2025-06-28T07:00:00Z,51.3087,1.46137,13.2,309.0
9389265,2025-06-28T11:00:00Z,51.5182,-0.05311,14.3,87.0
9389265,2025-06-28T17:00:00Z,51.49229,-0.08268,9.9,243.0
9389265,2025-06-28T20:00:00Z,51.34636,1.47384,9.5,89.0
9389265,2025-06-30T20:00:00Z,51.13647,3.04138,11.1,18.0
9389265,2025-07-03T08:00:00Z,50.86101,4.50339,10.1,300.0
9389265,2025-07-03T12:00:00Z,50.61691,6.00895,15.1,227.0
9389265,2025-07-04T00:00:00Z,50.33429,7.54898,10.2,230.0
9389265,2025-07-04T18:00:00Z,50.1201,8.96774,10.6,235.0
9389265,2025-07-05T18:00:00Z,49.74548,10.41554,9.3,218.0
9389265,2025-07-07T06:00:00Z,49.49514,11.8984,9.0,243.0
9389265,2025-07-08T18:00:00Z,49.16081,13.27727,10.1,313.0
9389265,2025-07-08T22:00:00Z,48.76109,14.64722,9.2,3.0
9389265,2025-07-09T16:00:00Z,48.431,16.02623,9.8,172.0
9389265,2025-07-09T20:00:00Z,47.96808,17.42623,9.8,164.0
9389265,2025-07-10T08:00:00Z,47.59128,18.73113,12.6,188.0
9389265,2025-07-11T20:00:00Z,47.19092,20.09246,10.1,108.0
9389265,2025-07-11T23:00:00Z,46.77475,21.3432,11.1,203.0
9389265,2025-07-12T07:00:00Z,46.29215,22.6371,9.7,266.0
9389265,2025-07-14T07:00:00Z,45.85005,23.83843,11.5,29.0
9389265,2025-07-15T01:00:00Z,45.35413,25.10574,10.2,322.0
9389265,2025-07-15T19:00:00Z,44.85182,26.32806,14.3,107.0
9389265,2025-07-15T22:00:00Z,44.36227,27.49095,11.2,220.0
9389265,2025-07-16T04:00:00Z,43.82688,28.71033,14.7,224.0
9389265,2025-07-16T22:00:00Z,43.36009,29.82565,10.1,309.0
9389265,2025-07-18T22:00:00Z,42.76071,30.98594,10.7,317.0
9389265,2025-07-19T04:00:00Z,42.21715,32.05754,10.4,167.0
9389265,2025-07-21T04:00:00Z,41.70785,33.13403,11.5,222.0
9389265,2025-07-21T07:00:00Z,41.14548,34.1813,12.2,87.0
9389265,2025-07-21T19:00:00Z,40.53886,35.25487,14.2,68.0
9389265,2025-07-21T22:00:00Z,39.94745,36.31561,11.5,120.0
9389265,2025-07-22T06:00:00Z,39.38052,37.33875,13.1,121.0
9389265,2025-07-22T14:00:00Z,38.76019,38.28379,14.2,67.0
9389265,2025-07-24T14:00:00Z,38.10965,39.27455,14.9,204.0
9389265,2025-07-26T02:00:00Z,37.49258,40.29177,13.6,301.0
9389265,2025-07-26T08:00:00Z,36.91686,41.22274,11.0,143.0
9389265,2025-07-26T16:00:00Z,36.24444,42.12998,9.0,100.0
9389265,2025-07-27T04:00:00Z,35.58118,43.09105,13.3,260.0
9389265,2025-07-27T22:00:00Z,34.94328,43.9574,14.5,124.0
9389265,2025-07-28T04:00:00Z,34.33051,44.82407,9.9,98.0
9389265,2025-07-29T04:00:00Z,33.65768,45.74364,9.3,331.0
9389265,2025-07-30T16:00:00Z,32.94696,46.56721,12.7,90.0
9389265,2025-07-31T00:00:00Z,32.31719,47.45968,14.3,93.0
9389265,2025-07-31T03:00:00Z,31.64278,48.26563,8.7,156.0
9389265,2025-07-31T07:00:00Z,30.94122,49.06128,14.9,131.0
9389265,2025-07-31T11:00:00Z,30.26023,49.93096,14.9,309.0
9389265,2025-08-02T11:00:00Z,29.52158,50.70521,9.9,292.0
9389265,2025-08-02T14:00:00Z,28.80773,51.50245,14.8,2.0
9389265,2025-08-03T14:00:00Z,28.097,52.27495,11.2,246.0
9389265,2025-08-03T18:00:00Z,27.42719,53.01507,12.1,110.0
9389265,2025-08-05T06:00:00Z,26.69568,53.77027,15.2,172.0
9389265,2025-08-07T06:00:00Z,26.00504,54.59129,14.7,105.0
9389265,2025-08-08T18:00:00Z,25.27731,55.33497,13.8,25.0
9413004,2025-05-17T00:00:00Z,31.24798,121.50192,12.9,87.0
9413004,2025-05-18T00:00:00Z,33.27742,119.80207,12.2,323.0
9413004,2025-05-19T12:00:00Z,35.36162,118.07162,9.1,225.0
9413004,2025-05-19T20:00:00Z,37.42873,116.2476,14.0,45.0
9413004,2025-05-21T20:00:00Z,39.37256,114.22562,10.0,4.0
9413004,2025-05-23T08:00:00Z,41.39063,112.24657,10.6,151.0
9413004,2025-05-24T08:00:00Z,43.31742,109.99286,11.2,80.0
9413004,2025-05-26T20:00:00Z,45.12842,107.69293,10.7,210.0
9413004,2025-05-27T00:00:00Z,47.01685,105.22235,14.1,221.0
9413004,2025-05-27T06:00:00Z,48.774,102.58802,10.5,343.0
9413004,2025-05-27T14:00:00Z,50.4791,99.7355,14.1,177.0
9413004,2025-05-27T17:00:00Z,52.14401,96.66912,14.3,119.0
9413004,2025-05-27T23:00:00Z,53.66205,93.35781,15.2,345.0
9413004,2025-05-28T05:00:00Z,55.10935,89.88797,12.9,325.0
9413004,2025-05-28T17:00:00Z,56.43948,86.08765,10.9,330.0
9413004,2025-05-31T05:00:00Z,57.70134,82.01374,12.9,351.0
9413004,2025-06-02T17:00:00Z,58.7359,77.76603,15.1,328.0
9413004,2025-06-03T17:00:00Z,59.71208,73.12299,14.8,312.0
9413004,2025-06-05T17:00:00Z,60.44045,68.32256,12.4,70.0
9413004,2025-06-06T11:00:00Z,61.01914,63.35198,9.9,33.0
9413004,2025-06-06T14:00:00Z,61.44954,58.22925,9.8,69.0
9413004,2025-06-07T08:00:00Z,61.66126,52.96468,15.2,47.0
9413004,2025-06-09T20:00:00Z,61.64412,47.62034,10.8,37.0
9413004,2025-06-10T04:00:00Z,61.37996,42.40062,14.0,74.0
9413004,2025-06-11T04:00:00Z,61.00849,37.26059,11.1,347.0
9413004,2025-06-12T04:00:00Z,60.38801,32.28306,8.9,93.0
9413004,2025-06-12T22:00:00Z,59.62595,27.49128,11.8,305.0
9413004,2025-06-15T10:00:00Z,58.70083,22.90144,10.4,282.0
9413004,2025-06-17T22:00:00Z,57.56589,18.637,10.5,267.0
9413004,2025-06-18T22:00:00Z,56.35365,14.62326,13.9,183.0
9413004,2025-06-19T02:00:00Z,54.97966,10.8554,8.6,167.0
9413004,2025-06-19T08:00:00Z,53.48717,7.38851,11.7,280.0
9413004,2025-06-20T02:00:00Z,51.93201,4.10874,13.4,30.0
9413004,2025-06-20T08:00:00Z,51.98677,4.14805,14.0,267.0
9413004,2025-06-20T14:00:00Z,53.47798,7.36824,11.4,222.0
9413004,2025-06-20T20:00:00Z,54.94883,10.85603,11.1,283.0
9413004,2025-06-21T04:00:00Z,56.34132,14.61968,12.7,150.0
9413004,2025-06-22T16:00:00Z,57.52649,18.66264,14.5,213.0
9413004,2025-06-24T04:00:00Z,58.68469,22.94236,14.1,217.0
9413004,2025-06-24T10:00:00Z,59.62499,27.44852,13.5,206.0
9413004,2025-06-26T10:00:00Z,60.41133,32.25849,10.8,63.0
9413004,2025-06-28T22:00:00Z,61.00709,37.22115,12.3,323.0
9413004,2025-06-29T06:00:00Z,61.36786,42.42807,11.1,15.0
9413004,2025-06-29T18:00:00Z,61.64966,47.64488,12.2,342.0
9413004,2025-06-30T12:00:00Z,61.64979,52.91023,12.7,293.0
9413004,2025-07-01T06:00:00Z,61.41644,58.21127,14.2,294.0
9413004,2025-07-01T10:00:00Z,61.02417,63.3435,10.6,274.0
9413004,2025-07-02T22:00:00Z,60.49387,68.34588,13.4,134.0
9413004,2025-07-03T22:00:00Z,59.7142,73.14901,11.8,267.0
9413004,2025-07-04T01:00:00Z,58.78925,77.73025,10.7,93.0
9413004,2025-07-04T05:00:00Z,57.65362,82.00058,10.7,86.0
9413004,2025-07-04T08:00:00Z,56.49653,86.05593,13.7,94.0
9413004,2025-07-04T12:00:00Z,55.09405,89.86218,13.6,143.0
9413004,2025-07-05T00:00:00Z,53.7003,93.37342,11.9,176.0
9413004,2025-07-07T00:00:00Z,52.10787,96.66356,14.0,336.0
9413004,2025-07-07T12:00:00Z,50.47207,99.7163,11.7,180.0
9413004,2025-07-08T00:00:00Z,48.77702,102.53606,11.9,121.0
9413004,2025-07-08T12:00:00Z,47.02847,105.19414,12.3,219.0
9413004,2025-07-09T00:00:00Z,45.14427,107.7374,11.5,267.0
9413004,2025-07-09T03:00:00Z,43.29772,109.98527,15.3,9.0
9413004,2025-07-09T06:00:00Z,41.39943,112.20139,11.6,304.0
9413004,2025-07-10T18:00:00Z,39.35992,114.24602,10.3,356.0
9413004,2025-07-10T21:00:00Z,37.43295,116.21482,12.7,39.0
9413004,2025-07-11T21:00:00Z,35.37803,118.05621,10.6,108.0
9413004,2025-07-12T21:00:00Z,33.29127,119.83868,14.0,41.0
9413004,2025-07-13T09:00:00Z,31.26214,121.49847,8.7,1.0
9467732,2025-05-20T06:00:00Z,22.25531,114.1537,14.4,339.0
9467732,2025-05-21T18:00:00Z,23.74546,115.65459,13.5,355.0
9467732,2025-05-22T02:00:00Z,25.24714,117.20777,12.9,274.0
9467732,2025-05-22T14:00:00Z,26.62262,118.81907,9.5,242.0
9467732,2025-05-23T02:00:00Z,28.06144,120.43357,13.1,319.0
9467732,2025-05-25T14:00:00Z,29.5067,122.08477,15.4,282.0
9467732,2025-05-27T14:00:00Z,30.84107,123.76672,9.2,249.0
9467732,2025-05-28T14:00:00Z,32.21283,125.53617,14.9,194.0
9467732,2025-05-29T02:00:00Z,33.56547,127.32518,11.9,226.0
9467732,2025-05-31T02:00:00Z,34.83246,129.20409,10.8,158.0
9467732,2025-06-01T14:00:00Z,36.13143,131.11979,8.8,289.0
9467732,2025-06-02T02:00:00Z,37.32092,133.08439,13.1,273.0
9467732,2025-06-02T14:00:00Z,38.57444,135.12842,13.1,15.0
9467732,2025-06-02T22:00:00Z,39.73965,137.31516,12.2,3.0
9467732,2025-06-04T10:00:00Z,40.8814,139.47048,12.1,139.0
9467732,2025-06-04T16:00:00Z,41.95889,141.75899,11.4,177.0
9467732,2025-06-05T10:00:00Z,42.96915,144.08821,15.3,182.0
9467732,2025-06-07T10:00:00Z,43.96076,146.51004,12.5,106.0
9467732,2025-06-07T16:00:00Z,44.96312,149.00536,15.1,74.0
9467732,2025-06-08T04:00:00Z,45.83143,151.62217,13.9,215.0
9467732,2025-06-08T12:00:00Z,46.65549,154.23634,13.7,355.0
9467732,2025-06-11T00:00:00Z,47.39361,157.00166,12.1,334.0
9467732,2025-06-11T12:00:00Z,48.10201,159.83017,12.6,296.0
9467732,2025-06-11T15:00:00Z,48.69181,162.7155,12.7,78.0
9467732,2025-06-11T21:00:00Z,49.27257,165.68204,14.8,352.0
9467732,2025-06-14T09:00:00Z,49.71516,168.72991,8.5,140.0
9467732,2025-06-15T09:00:00Z,50.1249,171.81938,11.5,273.0
9467732,2025-06-17T21:00:00Z,50.41935,174.86497,12.7,239.0
9467732,2025-06-18T15:00:00Z,50.64094,178.04869,14.4,303.0
9467732,2025-06-20T03:00:00Z,50.77986,-178.78608,11.0,94.0
9467732,2025-06-22T03:00:00Z,50.81038,-175.54672,12.6,353.0
9467732,2025-06-23T15:00:00Z,50.80528,-172.35263,11.8,301.0
9467732,2025-06-23T18:00:00Z,50.71164,-169.1572,12.1,282.0
9467732,2025-06-24T00:00:00Z,50.46066,-165.99633,13.2,315.0
9467732,2025-06-24T12:00:00Z,50.1328,-162.8923,13.4,260.0
9467732,2025-06-24T16:00:00Z,49.77928,-159.80576,14.5,347.0
9467732,2025-06-24T20:00:00Z,49.35147,-156.75466,10.6,126.0
9467732,2025-06-25T02:00:00Z,48.76327,-153.83847,13.5,5.0
9467732,2025-06-25T10:00:00Z,48.16189,-150.93265,13.7,96.0
9467732,2025-06-25T14:00:00Z,47.51094,-148.05601,10.2,277.0
9467732,2025-06-26T14:00:00Z,46.73632,-145.35785,12.9,165.0
9467732,2025-06-26T18:00:00Z,45.93961,-142.65864,14.1,88.0
9467732,2025-06-27T06:00:00Z,45.02785,-140.07814,10.9,149.0
9467732,2025-06-28T18:00:00Z,44.15454,-137.50058,9.8,79.0
9467732,2025-07-01T06:00:00Z,43.14413,-135.11113,12.0,270.0
9467732,2025-07-01T12:00:00Z,42.07668,-132.7373,14.3,343.0
9467732,2025-07-01T18:00:00Z,41.06235,-130.46285,10.9,159.0
9467732,2025-07-01T21:00:00Z,39.88552,-128.2458,15.1,206.0
9467732,2025-07-02T21:00:00Z,38.74622,-126.16065,12.9,168.0
9467732,2025-07-04T09:00:00Z,37.49478,-124.09038,9.8,51.0
9467732,2025-07-05T09:00:00Z,36.32724,-122.05618,10.6,108.0
9467732,2025-07-06T03:00:00Z,35.00971,-120.11373,13.6,266.0
9467732,2025-07-06T21:00:00Z,33.68981,-118.28985,10.6,75.0
9467732,2025-07-07T05:00:00Z,33.72157,-118.28353,12.3,275.0
9467732,2025-07-09T17:00:00Z,34.96629,-120.10153,14.3,197.0
9467732,2025-07-10T05:00:00Z,36.2451,-122.00456,13.0,188.0
9467732,2025-07-12T05:00:00Z,37.49586,-123.97627,11.2,238.0
9467732,2025-07-13T17:00:00Z,38.65206,-125.96457,14.2,139.0
9467732,2025-07-15T17:00:00Z,39.77512,-128.05171,11.6,253.0
9467732,2025-07-17T05:00:00Z,40.86621,-130.2315,9.6,330.0
9467732,2025-07-17T09:00:00Z,41.94451,-132.39969,10.1,149.0
9467732,2025-07-17T13:00:00Z,43.00539,-134.7549,9.8,343.0
9467732,2025-07-18T01:00:00Z,43.94362,-137.07342,10.5,121.0
9467732,2025-07-18T19:00:00Z,44.92407,-139.54744,13.0,303.0
9467732,2025-07-19T07:00:00Z,45.78428,-142.08458,11.8,108.0
9467732,2025-07-20T07:00:00Z,46.57373,-144.70383,15.3,260.0
9467732,2025-07-22T07:00:00Z,47.29878,-147.36066,15.2,109.0
9467732,2025-07-23T19:00:00Z,47.98744,-150.14118,12.9,164.0
9467732,2025-07-25T07:00:00Z,48.62588,-152.95049,11.7,329.0
9467732,2025-07-27T07:00:00Z,49.19545,-155.86816,15.0,68.0
9467732,2025-07-29T19:00:00Z,49.68902,-158.81803,9.3,216.0
9467732,2025-07-29T23:00:00Z,50.04056,-161.8611,8.8,254.0
9467732,2025-07-30T05:00:00Z,50.34096,-164.90179,15.2,69.0
9467732,2025-07-30T13:00:00Z,50.56623,-168.02552,12.1,339.0
9467732,2025-07-30T19:00:00Z,50.73695,-171.11903,15.2,179.0
9467732,2025-07-31T13:00:00Z,50.86601,-174.26364,11.3,26.0
9467732,2025-07-31T17:00:00Z,50.83038,-177.38406,13.1,53.0
9467732,2025-08-02T05:00:00Z,50.74003,179.46655,12.4,114.0
9467732,2025-08-02T13:00:00Z,50.57931,176.39995,12.7,245.0
9467732,2025-08-03T07:00:00Z,50.26724,173.32876,11.6,252.0
9467732,2025-08-03T19:00:00Z,49.96662,170.24161,10.3,219.0
9467732,2025-08-04T01:00:00Z,49.48379,167.24543,12.8,218.0
9467732,2025-08-04T04:00:00Z,49.0572,164.36871,8.7,349.0
9467732,2025-08-04T08:00:00Z,48.42893,161.48496,9.0,14.0
9467732,2025-08-04T14:00:00Z,47.77444,158.67066,11.2,323.0
9467732,2025-08-05T14:00:00Z,47.07772,155.86976,10.3,156.0
9467732,2025-08-05T20:00:00Z,46.29447,153.21338,8.7,244.0
9467732,2025-08-06T14:00:00Z,45.52446,150.64201,12.8,335.0
9467732,2025-08-06T22:00:00Z,44.6139,148.13377,12.3,218.0
9467732,2025-08-07T06:00:00Z,43.71267,145.69195,14.2,61.0
9467732,2025-08-09T18:00:00Z,42.6744,143.37921,15.4,183.0
9467732,2025-08-10T02:00:00Z,41.63652,141.06022,14.0,77.0
9467732,2025-08-10T08:00:00Z,40.56584,138.92476,9.2,340.0
9467732,2025-08-11T08:00:00Z,39.42482,136.74908,13.6,77.0
9467732,2025-08-13T20:00:00Z,38.2643,134.67819,12.3,31.0
9467732,2025-08-14T02:00:00Z,37.10484,132.72592,12.6,148.0
9467732,2025-08-14T05:00:00Z,35.86748,130.76503,8.7,186.0
9467732,2025-08-14T23:00:00Z,34.60714,128.8987,13.7,71.0
9467732,2025-08-15T05:00:00Z,33.31682,127.02621,12.1,209.0
9467732,2025-08-17T17:00:00Z,32.05972,125.29984,10.7,135.0
9467732,2025-08-18T17:00:00Z,30.67926,123.58788,12.2,114.0
9467732,2025-08-21T05:00:00Z,29.34727,121.89866,13.7,340.0
9467732,2025-08-21T23:00:00Z,27.98891,120.2554,12.8,48.0
9467732,2025-08-22T05:00:00Z,26.6081,118.71039,12.4,230.0
9467732,2025-08-22T13:00:00Z,25.1498,117.14963,11.4,131.0
9467732,2025-08-22T19:00:00Z,23.71823,115.60976,9.9,288.0
9467732,2025-08-22T22:00:00Z,22.32393,114.14765,14.7,337.0
9508158,2025-05-21T15:00:00Z,40.71311,-74.0163,15.5,24.0
9508158,2025-05-21T18:00:00Z,41.50448,-72.71147,13.1,254.0
9508158,2025-05-22T12:00:00Z,42.27469,-71.4254,15.2,288.0
9508158,2025-05-22T20:00:00Z,43.14416,-70.06006,11.1,239.0
9508158,2025-05-23T02:00:00Z,43.84577,-68.61102,12.0,288.0
9508158,2025-05-25T02:00:00Z,44.62405,-67.17204,10.4,87.0
9508158,2025-05-25T20:00:00Z,45.36822,-65.68851,10.6,114.0
9508158,2025-05-25T23:00:00Z,46.06521,-64.23802,9.9,146.0
9508158,2025-05-26T07:00:00Z,46.83047,-62.67897,9.1,337.0
9508158,2025-05-28T19:00:00Z,47.48197,-61.07326,9.7,252.0
9508158,2025-05-28T23:00:00Z,48.12534,-59.44283,15.1,175.0
9508158,2025-05-30T11:00:00Z,48.76323,-57.71893,8.9,357.0
9508158,2025-05-31T05:00:00Z,49.38915,-56.0337,10.6,82.0
