imo,mmsi,vessel_name,vessel_type,dwt_tons,draft_m,flag,vessel_category
9419369,,AMFITRITI,Нефтяной танкер (Aframax / LR2),115405.0,13.5,Мальта,oil_tanker
9959929,,,Oil Tanker,115397.0,8.5,Маршалловы Острова.,oil_tanker
9923009,,ALFIOS I,Танкер для перевозки сырой нефти (Aframax / LR2),115351.0,,Либерия,oil_tanker
9285835,,KOUSAI (ранее: SEA FIDELITY),Нефтяной танкер (Aframax / LR2),115341.0,14.0,Сьерра-Леоне,oil_tanker
9984883,,OSLO STAR,Танкер для нефтепродуктов (LR2 / Aframax),115332.0,8.5,Маршалловы острова,oil_tanker
9960980,,NOUNOU,Танкер для сырой нефти (Aframax / LR2),115322.0,8.5,Мальта,oil_tanker
9998547,,TORTUGA,Нефтяной танкер (Aframax / LR2),115302.0,12.2,Либерия,oil_tanker
9938042,256205000.0,PALAMAS,Crude Oil Tanker (танкер для перевозки сырой нефти),115286.0,11.2,Мальта,oil_tanker
9930117,,ALTHEA,Нефтяной танкер (LR2 / Aframax),115194.0,13.5,Греция,oil_tanker
1040722,,MAUI,Танкер для перевозки сырой нефти (Aframax / LR2),115173.0,8.6,Либерия,oil_tanker
9998559,,ZUMA,Нефтяной танкер (LR2 / Aframax),115167.0,9.0,Либерия,oil_tanker
9857858,,MEDITERRANEAN VOYAGER,Танкер для перевозки сырой нефти (Aframax / LR2),115166.0,,Багамские острова,oil_tanker
9402316,,,Oil Tanker,115123.0,8.0,Либерия.,oil_tanker
9797981,,TORM HERDIS,Танкер для перевозки сырой нефти (Aframax / LR2),115109.0,14.1,Дания,oil_tanker
9383950,,SALUT,Нефтяной танкер (Aframax),115098.0,,Россия,oil_tanker
1024998,,,Танкер для перевозки сырой нефти (Aframax / LR2),115056.0,14.3,Либерия,oil_tanker
9281009,,JI HANG,Нефтяной танкер (Aframax / LR2),115048.0,13.8,Камерун,oil_tanker
9281011,,EKSPANDER,Танкер для перевозки сырой нефти (Aframax / LR2),115048.0,,"Россия Основные габариты: Длина (LOA) — 249.90 м, ширина — 44.00 м",oil_tanker
9664809,,SFL TIGER (исторически: FRONT TIGER),Танкер для перевозки сырой нефти (Aframax / LR2),115024.0,11.1,Маршалловы острова,oil_tanker
9248837,,PETROGARUDA,Танкер для сырой нефти (Crude Oil Tanker),115000.0,8.2,Камерун (согласно AIS Voyage Data) / Индонезия (в разделе Particulars),oil_tanker
9989089,352004766.0,SOUTHERN RESPECT,Crude Oil Tanker,114957.0,,Панама,oil_tanker
1035765,,TP PROMISE,Танкер для перевозки сырой нефти (Crude Oil Tanker),114952.0,14.4,Норвегия,oil_tanker
1035777,,TP PROGRESS,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114952.0,8.6,Норвегия,oil_tanker
9973640,,METRO AEGEAN,Танкер для сырой нефти / нефтепродуктовоз (Aframax / LR2),114934.0,13.1,Либерия,oil_tanker
9973652,,METRO IONIANТип судна: Нефтяной танкер / Танкер-продуктовоз (Aframax / LR2),Нефтяной танкер / Танкер-продуктовоз (Aframax / LR2),114934.0,8.6,"Либерия IMO номер: 9973652 Год постройки: 2024 (верфь HD Hyundai Mipo Dockyard, Южная Корея)",oil_tanker
9979292,,METRO BOSPHORUS,Танкер для сырой нефти и нефтепродуктов (LR2 / Aframax),114934.0,,Мальта,oil_tanker
9505819,,SOHO SQUARE (ранее: GULF VISION),Танкер для перевозки сырой нефти (Aframax),114900.0,13.8,Либерия,oil_tanker
9331141,,"RIZVEL (ранее KELLY GRACE, VELA RAIN)",Нефтяной танкер (Crude Oil Tanker),114858.0,14.5,Сьерра-Леоне,oil_tanker
9823584,538010059.0,MARLIN LAGOS (ранее MAERSK SVENGULF),Танкер для перевозки сырой нефти (Crude Oil Tanker).,114853.0,15.4,Маршалловы Острова.,oil_tanker
9823572,,MARLIN LOME,Танкер для перевозки сырой нефти / нефтепродуктов (Aframax / LR2),114841.0,12.2,Маршалловы Острова,oil_tanker
9823546,,JARNAIN,Танкер для перевозки сырой нефти (Aframax / LR2),114831.0,12.9,Либерия,oil_tanker
9240172,,ENCELIA,Нефтяной танкер (Aframax / LR2),114829.0,,Саудовская Аравия,oil_tanker
1043695,,ARION,Танкер для сырой нефти (Aframax / LR2),114824.0,13.7,Багамские острова,oil_tanker
9402237,,"DOLPHIN PEARL (ранее BALTIC GALAXY, SOUTH VIGOUR)",Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),114824.0,11.9,Панама,oil_tanker
9986817,,,Oil Tanker,114805.0,9.0,Либерия.,oil_tanker
9953901,,NEW ALLIANCEТип судна: Танкер для сырой нефти (Crude Oil Tanker / Aframax),Танкер для сырой нефти (Crude Oil Tanker / Aframax),114802.0,11.8,Либерия IMO номер: 9953901 Год постройки: 2024,oil_tanker
9986829,,NEW ARGOSY,Нефтяной танкер (Aframax / LR2),114801.0,,Либерия,oil_tanker
1019735,,NEW ACE,Танкер для перевозки сырой нефти (Aframax / LR2),114800.0,13.3,Либерия,oil_tanker
1024986,,ASTYPALEA,Нефтяной танкер (Aframax / LR2),114800.0,,Либерия,oil_tanker
1087627,,CAPE OLYMPUS,Нефтяной танкер / Танкер-химовоз (LR2),114800.0,13.7,Либерия,oil_tanker
9331153,,MAYLO,Нефтяной танкер (Aframax),114795.0,8.0,"Сьерра-Леоне Основные габариты: Длина общая (LOA) — 248.99 м, ширина — 43.80 м",oil_tanker
1053755,,TP PROSPECT,Танкер / Aframax (LR2),114783.0,,Норвегия,oil_tanker
9941726,,PENELOPE,Нефтяной танкер (Aframax / LR2),114763.0,12.2,Багамские Острова,oil_tanker
9978676,,NORTH STAR,Танкер для перевозки сырой нефти (Aframax / LR2),114753.0,,Греция,oil_tanker
9978688,,OCEAN STAR,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114753.0,13.0,Греция,oil_tanker
9978690,,ARCTIC STAR,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114753.0,8.5,Греция,oil_tanker
9728435,,IONIC ALTHEA (ранее: DIAMOND FAITH),Танкер для перевозки сырой нефти (Aframax/LR2),114737.0,8.5,Маршалловы острова,oil_tanker
9802152,,IONIC ANAX,Танкер для сырой нефти (Crude Oil Tanker / Aframax),114720.0,8.9,Маршалловы острова,oil_tanker
9467770,,DESH SAMMAN,Нефтяной танкер (Aframax),114683.0,,Индия,oil_tanker
9728423,,,Танкер для перевозки сырой нефти (Aframax / LR2),114667.0,8.2,"Сингапур Основные габариты: Длина (LOA) — 250.00 м, ширина — 44.00 м",oil_tanker
9256066,273251810.0,LIGOVSKY PROSPECT,"Crude Oil Tanker (Танкер для перевозки сырой нефти, класс Aframax)",114639.0,8.5,Россия,oil_tanker
9893216,,,Oil Tanker,114623.0,,"Панама. Габариты: LOA 250 м, ширина 44 м. Тоннаж:",oil_tanker
9801976,,,Танкер для перевозки сырой нефти (Aframax / LR2),114601.0,13.4,Маршалловы острова,oil_tanker
9256078,,LITEYNY PROSPECT,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,114546.0,8.5,Россия.,oil_tanker
9934644,,GREEN AZURE,Танкер для перевозки сырой нефти (Aframax / LR2),114516.0,13.7,Португалия (Мадейра),oil_tanker
9274800,,ASTRAL,Танкер для перевозки сырой нефти (Aframax),114500.0,14.8,Сьерра-Леоне,oil_tanker
9979993,,SEATRUST,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114449.0,12.9,Мальта,oil_tanker
9701566,,TORM KIRSTEN,Нефтеналивной танкер (Crude Oil Tanker / Aframax),114445.0,9.0,Дания (DIS),oil_tanker
9773052,,TENACITY VENTURE,Танкер для перевозки сырой нефти (Aframax / LR2),114439.0,13.3,Гонконг (Китай),oil_tanker
9980007,,SEABORN,Танкер для перевозки сырой нефти (Aframax / LR2),114437.0,8.5,Мальта,oil_tanker
9784001,,TAVISTOCK SQUARE,Танкер для перевозки сырой нефти и нефтепродуктов (Aframax / LR2),114364.0,13.4,Либерия,oil_tanker
9694646,,TORM KRISTINA (ранее NISSOS THERASSIA),Танкер для сырой нефти и нефтепродуктов (Aframax / LR2),114322.0,,Дания,oil_tanker
9815616,636018671.0,,Oil Tanker,114218.0,15.0,Либерия.,oil_tanker
9886720,,,Oil Tanker,114073.0,9.0,Греция.,oil_tanker
9765017,,SEAROVER,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),114049.0,8.5,Мальта,oil_tanker
9838577,,LION,Танкер (Aframax / LR2),114036.0,,Либерия,oil_tanker
9482603,,PHOENIX ADMIRAL,Танкер для перевозки сырой нефти (Aframax),114024.0,12.8,Сингапур,oil_tanker
9426207,235076274.0,EAGLE HAMILTON,Crude Oil Tanker (танкер для перевозки сырой нефти),114022.0,10.0,Остров Мэн (Великобритания),oil_tanker
1014101,,,Oil Tanker,113949.0,11.6,Мальта.,oil_tanker
9243033,,DESH GAURAV,Нефтяной танкер (Crude Oil Tanker),113913.0,,Индия,oil_tanker
9511387,,OASIS,Нефтяной танкер (Aframax / LR2),113905.0,,Оман,oil_tanker
9997983,,SEABRAVERY,Танкер для перевозки сырой нефти (Aframax/LR2),113879.0,8.6,Мальта,oil_tanker
9328170,613442803.0,,Crude Oil / Oil Products Tanker,113849.0,,Камерун,oil_tanker
9868778,,CLEAR STARS,Нефтяной танкер (Aframax / LR2),113848.0,8.4,Маршалловы Острова,oil_tanker
9997971,,SEADANCERIMO номер: 9997971,Танкер для сырой нефти (Aframax / LR2),113835.0,9.4,Мальта,oil_tanker
1034187,,,Oil Tanker,113720.0,13.0,Норвегия.,oil_tanker
1084455,,FRONTIER VENTUREIMO номер: 1084455,Танкер для сырой нефти и нефтепродуктов (Aframax / LR2),113689.0,,Либерия,oil_tanker
9779939,538007126.0,SEAWAYS REYES (историческое название: ARISTAIOS),"Crude Oil Tanker (нефтяной танкер, класс Aframax)",113689.0,13.7,Маршалловы Острова,oil_tanker
9737371,,MARATHON TS,Танкер для перевозки сырой нефти (Aframax / LR2),113651.0,9.2,Мальта,oil_tanker
1033810,,PSERIMOS,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),113595.0,11.9,Мальта,oil_tanker
1033808,,SAMOTHRAKI,Нефтяной танкер (Aframax / LR2),113532.0,8.6,Мальта,oil_tanker
9956006,,SEAHORSE 1,Танкер для перевозки сырой нефти (Aframax / LR2),113386.0,8.5,Панама,oil_tanker
9955997,352002949.0,OCEAN BLUE,Crude Oil Tanker,113385.0,13.2,Панама,oil_tanker
9893046,,PACIFIC DIAMOND,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),113306.0,9.3,Маршалловы Острова,oil_tanker
9850692,636019152.0,CLEAROCEAN AJAX,Crude Oil Tanker (танкер для перевозки сырой нефти),113252.0,10.6,Либерия,oil_tanker
9826732,,ANDREIOS (бывшее название: LOMONOSOV PROSPECT),Танкер для перевозки сырой нефти (Aframax / LR2),113226.0,14.3,Либерия,oil_tanker
9728241,,,Oil Tanker,113172.0,9.4,Мальта.,oil_tanker
9785720,255915915.0,AQUASURAZO,Crude Oil Tanker (танкер для перевозки сырой нефти),113032.0,15.2,Португалия (Мадейра),oil_tanker
9785732,636017859.0,AQUATRAVESIA,Crude Oil Tanker (танкер для перевозки сырой нефти),113032.0,8.5,Либерия,oil_tanker
9386536,,,Oil Tanker,113021.0,14.2,Россия.,oil_tanker
1041415,,FEDORA,Нефтяной танкер (Crude Oil Tanker / Aframax),113000.0,8.9,"Либерия Основные габариты: Длина общая (LOA) — 249.00 м, ширина — 44.00 м",oil_tanker
9503586,,ANITA (бывш. YORACO),Супертанкер (Aframax / LR2),113000.0,12.0,Танзания,oil_tanker
9842188,,VLADIMIR VINOGRADOV,Нефтяной танкер (Crude Oil Tanker),113000.0,8.8,Россия,oil_tanker
9737383,,OSLO TS,Танкер для перевозки сырой нефти (Aframax),112949.0,9.0,Мальта,oil_tanker
9410882,636019358.0,KALAHARI (ранее NORTHERN SPIRIT),Crude Oil Tanker (танкер для перевозки сырой нефти),112827.0,8.7,Либерия,oil_tanker
9752395,248672000.0,AMARTHEA,Crude Oil Tanker (танкер для перевозки сырой нефти),112794.0,9.0,Мальта,oil_tanker
9231901,669613000.0,"PING SHUN (ранее URGANE I, VENICE, INTISAR, AEGEAN SPIRIT)",Crude Oil Tanker (Танкер для перевозки сырой нефти),112668.0,8.0,Эсватини (SZ),oil_tanker
9233208,,FAAS,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax / LR2),112664.0,,Малави (по актуальным данным AIS),oil_tanker
9381744,273274460.0,,Crude Oil Tanker (нефтеналивной танкер),112511.0,,Россия,oil_tanker
1021594,,,Oil Tanker,112268.0,13.1,Маршалловы Острова.,oil_tanker
9932402,,,Oil Tanker,112174.0,8.3,Панама.,oil_tanker
9891919,,SEAGUARDIAN,Танкер для перевозки сырой нефти (Aframax),112156.0,13.5,Маршалловы Острова,oil_tanker
9773753,,SEACALM,Нефтеналивной танкер (Aframax),112119.0,13.5,Мальта,oil_tanker
9213313,,ALBEDO,Танкер для перевозки сырой нефти (Aframax / LR2).,112118.0,8.8,Барбадос.,oil_tanker
9920497,,NEWBURY,Танкер для перевозки сырой нефти (Aframax / LR2),112095.0,8.3,Багамские острова,oil_tanker
9607722,,SEA JEWEL,Танкер для сырой нефти (Aframax / LR2),112081.0,14.5,Панама,oil_tanker
9874507,,EBN HAWKELIMO номер: 9874507,Танкер для перевозки сырой нефти (Aframax / LR2),112003.0,,Мальта,oil_tanker
9843209,,SEAFAITHТип судна: Танкер для сырой нефти (Crude Oil Tanker),Танкер для сырой нефти (Crude Oil Tanker),111964.0,11.6,"Мальта IMO номер: 9843209Год постройки: 2020 (верфь Sumitomo Heavy Industries, Япония)",oil_tanker
9899296,,CALYPSO,Танкер для перевозки сырой нефти (Aframax).,111930.0,13.7,Багамские Острова.,oil_tanker
9601194,,,Oil Tanker,111827.0,14.1,Маршалловы Острова.,oil_tanker
9604380,,LADY HENRIETTA,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),111815.0,14.1,Маршалловы Острова,oil_tanker
9397808,,BLUEFIN PEARL,Нефтеналивной танкер (Aframax / LR2),111402.0,13.5,Панама,oil_tanker
9413559,273251530.0,,Crude Oil Tanker (нефтеналивной танкер),111107.0,12.7,Россия,oil_tanker
9901051,,ANGELONIA,Нефтяной танкер / продуктовоз (Aframax / LR2),111039.0,,Либерия,oil_tanker
9288708,,AURO,Танкер для сырой нефти (Crude Oil Tanker),111006.0,,Коморские Острова,oil_tanker
9940459,,,Oil Tanker,111006.0,9.0,Либерия.,oil_tanker
9260809,,,Oil Tanker,110673.0,11.5,Египет.,oil_tanker
9350654,,RUBY CROSS,Танкер для сырой нефти (Crude Oil Tanker),110503.0,8.5,Зимбабве (согласно AIS) / Коморские острова (согласно данным о судне),oil_tanker
9387255,,VEXIA,Нефтяной танкер (Aframax / LR2),110448.0,8.2,"Камерун Основные габариты: Длина общая (LOA) — 246.00 м, ширина — 42.00 м",oil_tanker
9299719,,OTLA,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,110043.0,8.5,"Зимбабве (AIS), Коморские острова (регистр).",oil_tanker
9688831,,STI MADISON,Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,12.4,Маршалловы острова,oil_tanker
9693056,,AGIOS GERASIMOS,Нефтяной танкер (Aframax / LR2),109999.0,,Мальта,oil_tanker
9693068,,ABLIANI,Нефтяной танкер (Aframax / LR2),109999.0,,Мальта,oil_tanker
9693070,,STEMNITSA,Нефтяной танкер (Aframax / LR2),109999.0,14.0,Мальта,oil_tanker
9696682,,STI ROSE,Танкер для перевозки сырой нефти (LR2 / Aframax),109999.0,8.6,"Маршалловы острова Основные габариты: Длина (LOA) — 256.00 м, ширина — 43.00 м",oil_tanker
9696694,,,Oil Tanker,109999.0,8.7,Маршалловы Острова.,oil_tanker
9696711,,STI LAUREN,Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,13.8,Маршалловы Острова,oil_tanker
9697595,,STI OXFORD,Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,8.2,Маршалловы Острова,oil_tanker
9708150,,STI LOMBARD,Нефтяной танкер (Aframax / LR2),109999.0,11.9,Маршалловы Острова,oil_tanker
9708576,,GH UMEKO,Нефтяной танкер (Aframax / LR2),109999.0,9.0,Маршалловы острова,oil_tanker
9717101,538005822.0,STI GUARD,Crude Oil Tanker (танкер для перевозки сырой нефти),109999.0,11.0,Маршалловы Острова,oil_tanker
9717125,,"TORM HELGA (бывш. STI GOAL, NAVIG8 GOAL)",Танкер для перевозки сырой нефти / нефтепродуктов (LR2 / Aframax),109999.0,9.0,Дания (DIS),oil_tanker
9717137,,,Oil Tanker,109999.0,9.0,,oil_tanker
9719692,,STI SYMPHONY (бывшее название: NAVIG8 SYMPHONY),Танкер для перевозки сырой нефти/продуктов (LR2 — Long Range 2),109999.0,13.2,Маршалловы Острова,oil_tanker
9719721,,,Oil Tanker,109999.0,9.0,Маршалловы Острова.,oil_tanker
9722182,,STI GRATITUDEIMO номер: 9722182,Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,8.8,"Маршалловы острова Основные габариты: Длина (LOA) — 249.99 м, ширина — 44.00 м",oil_tanker
9730880,,STI RAMBLAТип судна: Нефтяной танкер / танкер-продуктовоз (LR2),Нефтяной танкер / танкер-продуктовоз (LR2),109999.0,13.3,"Маршалловы острова IMO номер: 9730880 Год постройки: 2017 (верфь Sungdong Shipbuilding, Южная Корея)",oil_tanker
9732266,,PACIFIC A. DORODCHI,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),109999.0,11.5,Маршалловы острова (Marshall Islands),oil_tanker
9923425,563169300.0,PROTEUS PHILIPPA,Crude Oil Tanker,109999.0,,Сингапур,oil_tanker
9923475,,PROTEUS RONG NA,Танкер для сырой нефти (Crude Oil Tanker),109999.0,12.8,Сингапур,oil_tanker
9941702,,DF MYSTRAS (бывшее название: ANGLEVIKEN),Танкер для перевозки сырой нефти (Aframax / LR2),109999.0,12.7,Либерия,oil_tanker
9941714,,DF MONTMARTRE,Нефтяной танкер (Aframax / LR2),109999.0,13.7,Либерия,oil_tanker
9945289,,SEA STAR,Танкер для сырой нефти (Aframax / LR2),109999.0,8.5,Греция,oil_tanker
9945291,,ELANDRA SWALLOW,Танкер для перевозки сырой нефти/нефтепродуктов (LR2 / Aframax),109999.0,8.5,Либерия,oil_tanker
9945318,636021574.0,ON PRIDE (ранее: ELANDRA TERN),"Crude Oil Tanker (нефтяной танкер, класс Aframax)",109999.0,,Либерия,oil_tanker
9853266,,NAVIG8 PERSEVERANCE,Нефтяной танкер (Aframax / LR2),109998.0,8.6,"Сингапур Основные габариты: Длина общая (LOA) — 249.90 м, ширина — 44.00 м",oil_tanker
9831309,,NAVIG8 PRESTIGE JKB,Нефтяной танкер (Aframax / LR2),109995.0,13.4,Сингапур,oil_tanker
9796494,,HAFNIA DESPINA,Танкер для нефтепродуктов / сырой нефти (LR2 / Aframax),109990.0,12.5,Сингапур,oil_tanker
9784611,352003617.0,,Oil Tanker,109986.0,8.5,Панама (PAN).,oil_tanker
9740469,,VST OCEANIA,Нефтяной танкер (Aframax / LR2),109985.0,,Панама,oil_tanker
9299692,,CELT,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,109919.0,8.5,Оман.,oil_tanker
9312884,,KEMEROVO,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,109919.0,8.1,Россия.,oil_tanker
9792852,,HAI SHANG,Нефтеналивной танкер (Aframax / LR2),109900.0,,Либерия,oil_tanker
9792840,,"HAIFENG (бывшие названия: DUOMO SQUARE, SALAMINA)",Танкер для перевозки сырой нефти (Aframax / LR2),109898.0,8.9,Либерия,oil_tanker
9686649,,,Oil Tanker,109896.0,9.0,Маршалловы Острова.,oil_tanker
9767340,,FRONT SIRIUS,Танкер для сырой нефти (Aframax / LR2),109896.0,8.7,Маршалловы острова,oil_tanker
9887815,,FRONT FUTUREТип судна: Нефтяной танкер (Aframax / LR2),Нефтяной танкер (Aframax / LR2),109896.0,8.7,"Маршалловы острова IMO номер: 9887815 Год постройки: 2021 (верфь Daehan Shipbuilding, Южная Корея)",oil_tanker
9790995,538007462.0,,Oil Tanker,109895.0,,"Маршалловы Острова. Габариты: Длина (LOA) 252.00 м, ширина 44.00 м. Тоннаж:",oil_tanker
9978339,,SFL TAURUS,Танкер для перевозки сырой нефти / нефтепродуктов (Aframax / LR2),109895.0,9.2,Маршалловы Острова,oil_tanker
9903970,,FRONT FEATURE,Нефтеналивной танкер (Crude Oil Tanker / Aframax LR2),109894.0,8.8,Маршалловы Острова,oil_tanker
9903968,,FRONT FAVOURТип судна: Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax / LR2),Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax / LR2),109893.0,9.3,Маршалловы острова IMO номер: 9903968 Год постройки: 2021,oil_tanker
9299707,,GUANYIN,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax).,109857.0,8.2,Камерун.,oil_tanker
9306627,,"PROGRESS (бывш. HUANG HE, WU TONG, KUDOS, TORM MARGIT)",Танкер для перевозки сырой нефти (Aframax / LR2),109672.0,,Россия,oil_tanker
9306639,,,Oil Tanker,109672.0,14.7,Индонезия.,oil_tanker
9319698,352003303.0,CONCORD BREEZE,Crude Oil Tanker (танкер для сырой нефти класса Aframax),109672.0,8.5,Панама,oil_tanker
9319674,,,Oil Tanker,109647.0,9.1,Экваториальная Гвинея.,oil_tanker
9683001,,KANATA SPIRIT,Танкер для сырой нефти (Crude Oil Tanker),109584.0,9.5,Маршалловы острова,oil_tanker
9683063,235108532.0,"KMARIN REGARD (ранее BRITISH REGARD) Тип: Танкер для перевозки сырой нефти (Aframax / LR2). Идентификаторы: IMO 9683063,","Танкер для перевозки сырой нефти (Aframax / LR2). Идентификаторы: IMO 9683063, MMSI 235108532, позывной 2ICI5.",109543.0,10.6,"Соединенное Королевство (UK). Год постройки: 2016. Габариты: Длина (LOA) 250 м, ширина 44 м. Тоннаж:",oil_tanker
9683037,235108528.0,KMARIN RESOURCE,Crude Oil Tanker (нефтетанкер),109483.0,9.0,Остров Мэн (Великобритания),oil_tanker
9683087,,,Oil Tanker,109483.0,15.0,Соединенное Королевство (Великобритания) / Остров Мэн.,oil_tanker
9683049,,KMARIN RIGOUR,Танкер для перевозки сырой нефти (Aframax / LR2),109475.0,9.0,"Остров Мэн (Великобритания) Основные габариты: Длина (LOA) — 249.85 м, ширина — 44.00 м",oil_tanker
9231468,,,Oil Tanker,109390.0,9.5,Барбадос.,oil_tanker
9466142,,SCOTT SPIRIT,Челночный танкер (Shuttle Tanker / Aframax),109335.0,,Багамские острова,oil_tanker
9466130,,PEARY SPIRIT,Танкер для перевозки сырой нефти (Aframax),109325.0,,Багамские острова,oil_tanker
9892987,,ATLANTIC JADE (ранее: CLEAROCEAN JADE),Танкер для перевозки сырой нефти (Aframax / LR2),109325.0,14.8,Либерия,oil_tanker
9408542,,LING HONG (также фигурирует под названием TONG TU),Танкер для перевозки сырой нефти (Crude Oil Tanker / LR2),109250.0,6.6,Панама (ранее также упоминается флаг Сьерра-Леоне),oil_tanker
9892975,,ATLANTIC EMERALD (ранее: CLEAROCEAN EMERALD),Танкер для перевозки сырой нефти (Aframax / LR2),109201.0,13.5,Либерия,oil_tanker
9422835,311000221.0,GARIBALDI SPIRIT,Crude Oil Tanker,109039.0,,Багамские Острова,oil_tanker
9484077,,SELETAR SPIRIT,Танкер для перевозки сырой нефти (Crude Oil Tanker / Aframax),108994.0,15.3,Багамские острова,oil_tanker
9368223,,ACHILLES (ранее: FU HAI WAN)IMO номер: 9368223,Нефтяной танкер (Aframax),108953.0,,"Оман Основные габариты: Длина общая (LOA) — 245.00 м, ширина — 42.00 м",oil_tanker
9388728,352005847.0,,Oil Tanker,108940.0,7.6,Панама (PAN).,oil_tanker
9368235,,NEVAH,Танкер для перевозки сырой нефти / нефтепродуктов,108936.0,,Камерун,oil_tanker
9439539,,BOLU,Нефтяной танкер (Aframax / LR2),108760.0,,Камерун,oil_tanker
9783930,356178000.0,SOUTHERN LEADER,Crude Oil Tanker,108560.0,,Панама,oil_tanker
9334739,,OLIB,Танкер для перевозки сырой нефти (Aframax / LR2),108433.0,9.9,Хорватия,oil_tanker
9473054,229957000.0,PS TRIESTE,Crude Oil Tanker (танкер для перевозки сырой нефти),107546.0,10.5,Мальта,oil_tanker
9398280,,"TIGERLILY (бывшие названия: CHIOS LION, BRIGHTOIL LION, ARSOS)",Танкер для перевозки сырой нефти (Aframax / LR2),107525.0,14.9,Либерия,oil_tanker
9417000,533133214.0,EAGLE KUCHING,Crude Oil Tanker,107481.0,,Малайзия,oil_tanker
9417012,,EAGLE KUANTAN,Танкер для перевозки сырой нефти (Aframax / LR2),107481.0,,Сингапур,oil_tanker
9422201,533133126.0,EAGLE KINARUT,Crude Oil Tanker,107481.0,,Малайзия,oil_tanker
9291248,,,Oil Tanker,107160.0,8.5,Египет.,oil_tanker
9250907,,RANI,Нефтяной танкер (Crude Oil Tanker),107123.0,,Гвинея (согласно AIS; ранее — Панама),oil_tanker
9298650,,AMALTHEA,Танкер для перевозки сырой нефти (Aframax / LR2),107115.0,13.2,Греция,oil_tanker
9257814,667002283.0,,Crude Oil Tanker,107081.0,,Сьерра-Леоне,oil_tanker
9360128,,ZALIV BAIKAL,Танкер для сырой нефти (Crude Oil Tanker),106808.0,8.4,Оман,oil_tanker
9199713,,"ELIAK (бывш. BOVISTA, DYNASTY)",Танкер для перевозки сырой нефти (Aframax),106644.0,8.0,Палау,oil_tanker
9247821,,BALSA,Танкер для перевозки сырой нефти (Aframax / LR2),106638.0,9.3,Панама,oil_tanker
9360130,,ZALIV VOSTOK,Танкер для перевозки сырой нефти (Aframax).,106590.0,8.2,Оман.,oil_tanker
9251810,,"BLUEBELL (ранее: CROSS OCEAN, BRITISH LAUREL)",Нефтяной танкер (Aframax / LR2),106500.0,,Экваториальная Гвинея (флаг может быть фиктивным/незарегистрированным),oil_tanker
9760500,636017500.0,SOLOMON SEA,Crude Oil Tanker (танкер для перевозки сырой нефти),106359.0,10.6,Либерия,oil_tanker
9752797,,ALFA ALANDIA,Танкер для сырой нефти (Aframax),106324.0,14.8,Багамские острова,oil_tanker
9499876,,FORTALEZA KNUTSEN,Челночный танкер (Shuttle Tanker / Aframax),106316.0,,Багамские острова,oil_tanker
9289489,525119136.0,ALPHA POINT,Crude Oil Tanker (нефтяной танкер),106029.0,,Индонезия,oil_tanker
9299745,632001095.0,"ALGORITM (исторические названия: APUS, HS ARGE, ARGEUS, MESAIEED)",Oil Products Tanker (Танкер для перевозки нефтепродуктов),106007.0,,Гвинея (флаг удобства),oil_tanker
9271377,,TRIDENT HOPE,Танкер для сырой нефти (Crude Oil Tanker),105985.0,11.8,Панама,oil_tanker
9446116,567599000.0,TMN PLENITUDE,Crude Oil Tanker (Hazardous Category B),105860.0,,Таиланд,oil_tanker
9236248,650000127.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),105851.0,,Мозамбик (исторически — Коморские острова),oil_tanker
9439670,,CAPTAIN A STELLATOS,Нефтяной танкер (Aframax / LR2),105849.0,8.2,Маршалловы острова,oil_tanker
9336414,,,Oil Tanker,105839.0,9.0,Маршалловы Острова.,oil_tanker
9271406,570313000.0,,Crude Oil Tanker (Танкер для перевозки сырой нефти),105817.0,,Тонга (исторически — Коморские острова),oil_tanker
9336397,,LILLESAND (бывшее название: SPT CHAMPION),Танкер для перевозки сырой нефти (Aframax / LR2),105786.0,8.5,Багамские Острова,oil_tanker
9247986,,AVA 10,Нефтяной танкер (Aframax),105674.0,,Коморские острова,oil_tanker
