snapshot_date,imo,dwt,displacement,loa,beam,draft,speed,age,build_year,flag,vessel_type,nav_status,risk_level,origin_port,destination_port,vessel_name,mmsi,eta,route_context,ais_integrity
2026-09-09,9970650,95005.0,118908.0,294.56,46.4,9.6,13.9,1.0,2025,Гонконг,Газовоз (класс опасности HAZ-D) / LNG Tanker,Underway using Engine / В пути,LOW,"Кисарадзу, Япония (Kisarazu, Japan)","Гладстон, Австралия (Gladstone, Australia)",SEA SPIRIT,477140700,21 августа 2026 г,международных морских перевозках сжиженного природного газа на маршрутах между Восточной Азией и экспортными терминалами Австралии,0.0
2026-09-09,9753014,94945.0,113763.0,294.9,46.4,9.6,14.0,7.0,2019,Греция,Газовоз СПГ (LNG Tanker),Underway using Engine / В пути,LOW,"Ras Laffan, Qatar (QA RLF)","Yokohama, Japan (JP YOK)",MARAN GAS CHIOS,240415500,"7 октября 2026 г., 05:00 UTC",Газовоз СПГ · флаг: Греция · Underway using Engine · возраст: 7 лет,0.0
2026-09-09,9767950,94945.0,113763.0,294.9,46.4,10.5,18.8,8.0,2018,Греция,Газовоз / Крупнотоннажный газовоз (LNG Tanker),интенсивный транзитный переход на ходу,LOW,"Рейд порта Дхамра, Индия (Dhamra Port Anch., India)",FOR ORDERS (В распоряжении / ожидание указаний фрахтователя),MARAN GAS SPETSES,241579000,8 сентября 2026 г,"Газовоз / Крупнотоннажный газовоз · флаг: Греция · маршрут: Рейд порта Дхамра, Индия (Dhamra Port Anch., India) → FOR ORDERS (В распоряжении / ожидание указаний фрахтователя) · интенсивный транзитный переход на ходу · возраст: 8 лет",0.0
2026-09-09,9767962,94945.0,113763.0,294.9,46.4,9.6,14.0,7.0,2019,Греция,Газовоз (LNG Tanker),На ходу (в пути),LOW,"Барроу-Айленд (Barrow Island), Австралия (отход 5 июня 2026 г.)",м для поставок австралийского сжиженного природного газа,MARAN GAS HYDRA,240655517,14 июня 2026 г,"Газовоз · флаг: Греция · маршрут: Барроу-Айленд (Barrow Island), Австралия (отход 5 июня 2026 г.) → м для поставок австралийского сжиженного природного газа · На ходу (в пути) · возраст: 7 лет",0.0
2026-09-09,9753026,94945.0,113763.0,294.9,46.4,10.9,17.6,7.0,2019,Греция,"СПГ-танкер (LNG Tanker, Membrane Type)",Underway using Engine / В пути,LOW,"Sabetta, Russia (RU SAB)",порт Юн-Ань (Yung An),WOODSIDE CHANEY,237449426,"1 сентября 2026 г., 06:00 UTC",СПГ-танкер · флаг: Греция · следует в: порт Юн-Ань (Yung An) · Underway using Engine · возраст: 7 лет,0.0
2026-09-09,9941013,94927.0,115633.0,295.0,46.4,9.6,14.0,2.0,2024,Мальта,Газовоз (LNG Tanker / Large LNG Carrier),Underway using Engine / В пути,LOW,"Angola LNG, Angola (AO LNG)","Grain LNG, UK (GB GRA)",HLS BILBAO,229343464,"8 сентября 2026 г., 14:00 UTC",экспортных операциях СПГ из США на рынки Европы и Азии,0.0
2026-09-09,9854363,94834.0,113817.0,295.0,46.4,9.6,14.0,5.0,2021,Мальта,"Газовоз СПГ (LNG Tanker, мембранного типа)",Underway using Engine / В пути,LOW,"Bonny LNG, Nigeria (NG BNL)","Gate Terminal Rotterdam, Netherlands (NL RTM)",MINERVA PSARA,248103982,"10 сентября 2026 г., 16:45 UTC",Газовоз СПГ · флаг: Мальта · Underway using Engine · возраст: 5 лет,0.0
2026-09-09,9859741,94732.0,113822.0,294.9,46.4,11.4,0.2,5.0,2021,Маршалловы Острова,Крупнотоннажный газовоз СПГ / LNG Carrier (категория HAZ-A),At anchor,LOW,"Рейд Альхесирас, Испания (Algeciras Anch. D, Spain)",CEUTA,GLOBAL STAR,538009028,24 августа 2026 г,"Крупнотоннажный газовоз СПГ / LNG Carrier · флаг: Маршалловы Острова · маршрут: Рейд Альхесирас, Испания (Algeciras Anch. D, Spain) → режиме ожидания новых коммерческих распоряжений или на распределительную точку после выхода из Средиземного моря) · дрейф или маневрирование в ожидании инструкций по фрахту · возраст: 5 лет",0.85
2026-09-09,9844863,94732.0,113822.0,294.9,46.4,9.6,17.2,6.0,2020,Греция,LNG Tanker,At Anchor / На якорной стоянке,LOW,"Tangguh LNG, Indonesia (ID TGH)","Shanghai LNG, China (CN SHA)",MARAN GAS PSARA,241692000,"1 сентября 2026 г., 16:00 UTC",LNG Tanker · флаг: Греция · At Anchor · возраст: 6 лет,0.0
2026-09-09,9859753,94732.0,113822.0,294.9,46.4,9.5,13.7,6.0,2020,Греция IMO номер: 9859753 Год постройки: 2020,Газовоз для перевозки СПГ (LNG Tanker),"На ходу (в Южной Атлантике). Маршрут: Пункт назначения указан как ""FOR ORDERS"" (ожидание распоряжений). Операционные данные: Текущая скорость — 13.7 узлов, осадка — 9.5 м. Расчетное время прибытия в район ожидания — 21 июня 2026 года в 10:59. История: Последний зафиксированный порт захода — якорная стоянка Сингапура (Singapore Anch. 3), который судно покинуло 12 мая 2026 года. Эксплуатация и управлениеВладелец: Hai Kuo Shipping 2027G Ltd. Коммерческий и технический менеджер: Maran Gas Maritime Inc. (Греция). Контекст и статус: WOODSIDE CHARLES ALLEN — современный СПГ-танкер, находящийся под управлением одной из крупнейших мировых компаний, занимающихся транспортировкой СПГ — Maran Gas Maritime (подразделение Angelicoussis Group). Комплаенс: Судно не находится под международными санкциями. Оно является высококлассным коммерческим активом, задействованным в легальной глобальной логистике СПГ. Судно активно эксплуатируется, регулярно проходит инспекции и соблюдает международные стандарты безопасности и экологические нормы",LOW,"Ras Laffan, Qatar (QA RLF)","Zeebrugge LNG, Belgium (BE ZEE)",WOODSIDE CHARLES ALLENТип судна: Газовоз для перевозки СПГ (LNG Tanker),240435898,"7 октября 2026 г., 16:15 UTC","Газовоз для перевозки СПГ · флаг: Греция IMO номер: 9859753 Год постройки: 2020 · На ходу (в Южной Атлантике). Маршрут: Пункт назначения указан как ""FOR ORDERS"" (ожидание распоряжений). Операционные данные: Текущая скорость — 13.7 узлов, осадка — 9.5 м. Расчетное время прибытия в район ожидания — 21 июня 2026 года в 10:59. История: Последний зафиксированный порт захода — якорная стоянка Сингапура (Singapore Anch. 3), который судно покинуло 12 мая 2026 года. Эксплуатация и управлениеВладелец: Hai Kuo Shipping 2027G Ltd. Коммерческий и технический менеджер: Maran Gas Maritime Inc. (Греция). Контекст и статус: WOODSIDE CHARLES ALLEN — современный СПГ-танкер, находящийся под управлением одной из крупнейших мировых компаний, занимающихся транспортировкой СПГ — Maran Gas Maritime (подразделение Angelicoussis Group). Комплаенс: Судно не находится под международными санкциями. Оно является высококлассным коммерческим активом, задействованным в легальной глобальной логистике СПГ. Судно активно эксплуатируется, регулярно проходит инспекции и соблюдает международные стандарты безопасности и экологические нормы · возраст: 6 лет",0.0
2026-09-09,9810367,94732.0,113822.0,294.9,46.4,11.6,16.7,7.0,2019,Греция,"СПГ-танкер (LNG Tanker, Membrane Type)",Underway using Engine / В пути,LOW,"Bintulu LNG, Malaysia (MY BTU)",терминал Venture Global Plaquemines LNG (США) в мае 2026 года подтверждает гибкость логистических цепочек судна,WOODSIDE REES WITHERS,239207971,"19 сентября 2026 г., 09:30 UTC",СПГ-танкер · флаг: Греция · следует в: терминал Venture Global Plaquemines LNG (США) в мае 2026 года подтверждает гибкость логистических цепочек судна · Underway using Engine · возраст: 7 лет,0.0
2026-09-09,9336737,94700.0,115534.0,285.0,48.4,10.3,17.2,21.0,2005,БАГАМСКИЕ ОСТРОВА,LNG Tanker (Танкер для перевозки сжиженного природного газа),На ходу (Underway using Engine),LOW,"Чжухай, Китай (CN ZUH)","Калхат, Оман (OM QAL)",SEAPEAK METHANE,311000135,25 мая 2026 г,BAHAMAS,0.0
2026-09-09,9881201,94649.0,115472.0,295.0,46.4,11.0,14.0,5.0,2021,Маршалловы острова,Газовоз (LNG Tanker),На ходу (в Индийском океане),HIGH,"Gladstone LNG, Australia (AU GLA)","Zeebrugge LNG, Belgium (BE ZEE)",ENERGY INTELLIGENCE,538165060,"18 октября 2026 г., 04:30 UTC",Газовоз · флаг: Маршалловы острова · На ходу (в Индийском океане) · возраст: 5 лет,0.0
2026-09-09,9854624,94649.0,114195.0,294.9,46.4,11.7,19.1,5.0,2021,Маршалловы Острова,Газовоз (LNG Tanker),Underway using Engine / В пути,LOW,"Sabetta, Russia (RU SAB)",режиме ожидания (FOR ORDERS).Скорость: ~19.1 kn. Текущая осадка: 11.7 м. Активность: Судно специализируется на глобальных перевозках сжиженного природного газа. Зафиксированы регулярные заходы в терминалы США (Venture Global Plaquemines LNG) и европейские порты,ENERGY ENDEAVOUR,538373458,"9 октября 2026 г., 21:15 UTC",Газовоз · флаг: Маршалловы Острова · следует в: режиме ожидания (FOR ORDERS).Скорость: ~19.1 kn. Текущая осадка: 11.7 м. Активность: Судно специализируется на глобальных перевозках сжиженного природного газа. Зафиксированы регулярные заходы в терминалы США (Venture Global Plaquemines LNG) и европейские порты · Underway using Engine · возраст: 5 лет,0.0
2026-09-09,9859739,94648.0,114195.0,295.0,46.4,6.0,14.0,5.0,2021,Мальта (Malta) — европейский белый реестр,Танкер для перевозки сжиженного природного газа (LNG Tanker / Gas Carrier),At Anchor / На якорной стоянке,EXTREME,"Sabetta, Russia (RU SAB)","PGBG (Pengerang Deepwater Petroleum Terminal, Malaysia) —",ENERGY INTEGRITY,249044000,"15 октября 2026 г., 00:30 UTC","Танкер для перевозки сжиженного природного газа · флаг: Мальта (Malta) — европейский белый реестр · следует в: PGBG (Pengerang Deepwater Petroleum Terminal, Malaysia) — · At Anchor · возраст: 5 лет",0.0
2026-09-09,9810379,94638.0,113793.0,294.9,46.4,9.6,14.0,7.0,2019,Греция,Танкер для перевозки сжиженного природного газа (LNG Tanker),Underway using Engine / В пути,LOW,"Darwin LNG, Australia (AU DRW)","Incheon, South Korea (KR INC)",MARAN GAS ANDROSIMO номер: 9810379,239584786,"29 октября 2026 г., 00:15 UTC","международных перевозках СПГ, связывая экспортные мощности (в том числе в США) с мировыми рынками сбыта. 3. Комплаенс-профильОператор: Maran Gas Maritime Inc. (Греция). Статус: НИЗКИЙ РИСК / НАДЕЖНЫЙ АКТИВ.Анализ:Репутация и Владение: Angelicoussis Group — это первоклассная судоходная компания с мировым именем и безупречной репутацией. Управление флотом осуществляется по самым высоким международным стандартам безопасности и прозрачности.Санкции: Актив не находится в санкционных списках. Судно является полностью «чистым», коммерческим объектом, который не имеет отношения к «теневому флоту», перевозкам подсанкционных грузов или другим схемам обхода ограничений.Риски: Взаимодействие с MARAN GAS ANDROS не несет юридических, финансовых или репутационных рисков для международных контрагентов.4. РезюмеMARAN GAS ANDROS — это надежный, высокотехнологичный и юридически абсолютно прозрачный актив. Судно полностью соответствует всем международным морским требованиям и является безопасным объектом для любого вида коммерческого сотрудничества, включая фрахтование и финансовое обслуживание",0.0
2026-09-09,9766554,94558.0,115366.0,294.9,46.4,10.0,16.2,8.0,2018,Остров Мэн,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,HIGH,"Ras Laffan, Qatar (QA RLF)",направлении CORAL SUL FLNG (Мозамбик). Ожидаемое время прибытия: 9 июля 2026 г,BRITISH CONTRIBUTOR,636710069,9 июля 2026 г,Великобритания,0.0
2026-09-09,9964182,94540.0,111099.0,289.98,46.1,9.2,14.4,2.0,2024,Либерия,LNG Tanker / LNGC,Underway using Engine / В пути,LOW,"Houston, USA (US HOU)",балласте или частичной загрузке,ATLAS 4182,636697044,"8 октября 2026 г., 00:45 UTC",флаг: Либерия · следует в: балласте или частичной загрузке · Underway using Engine · возраст: 2 лет,0.0
2026-09-09,9766578,94528.0,115366.0,294.9,46.4,11.2,1.7,7.0,2019,Остров Мэн,LNG Tanker (танкер для перевозки сжиженного природного газа),Underway using Engine / В пути,LOW,"Angola LNG, Angola (AO LNG)",груженом состоянии,BRITISH MENTOR,232006296,"6 сентября 2026 г., 05:00 UTC",Великобритания,0.0
2026-09-09,9766566,94494.0,115366.0,294.9,46.4,9.3,14.7,7.0,2019,Остров Мэн / Великобритания (Isle of Man / United Kingdom Flag) — реестр категории Tier-1 «белого списка»,Танкер-газовоз СПГ (Large-Scale LNG Carrier / Tri-Fuel / M-type Electronically Controlled Gas Injection),At Anchor / На якорной стоянке,EXTREME,"Sabine Pass LNG, USA (US SAB)","Tianjin, China (CN TJN)",BRITISH LISTENER,232006297,"28 сентября 2026 г., 11:30 UTC",Paris/Tokyo MoU White List,0.0
2026-09-09,9766530,94442.0,115366.0,294.9,46.4,11.3,11.1,8.0,2018,Остров Мэн,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,HIGH,вьетнамского терминала Кай-Меп (Cai Mep) подтверждает интеграцию судна,порт Инчхон (Южная Корея). Ожидаемое время прибытия: 23 июня 2026 г,BRITISH PARTNER,636047197,23 июня 2026 г,доставке СПГ на азиатские рынки. Последний рейс из вьетнамского терминала Кай-Меп (Cai Mep) подтверждает интеграцию судна в логистические цепочки снабжения энергоресурсами Юго-Восточной Азии и Кореи,0.0
2026-09-09,9975521,94409.0,110511.0,289.97,46.1,8.9,12.5,1.0,2025,Либерия,Судно для перевозки сжиженного природного газа / LNG Tanker,At Anchor / На якорной стоянке,LOW,"Хьюстон (якорная стоянка), США (Houston Anch., United States)",судна фрахтователем в открыто-морсреденем режиме,PUTERI SABAH,636024082,18 сентября 2026 г,"Судно для перевозки сжиженного природного газа / LNG Tanker · флаг: Либерия · маршрут: Хьюстон (якорная стоянка), США (Houston Anch., United States) → судна фрахтователем в открыто-морсреденем режиме · At Anchor · возраст: 1 лет",0.0
2026-09-09,9976109,94409.0,110511.0,289.0,46.0,8.9,15.1,1.0,2025,Либерия,Газовоз / LNG Tanker,At Anchor / На якорной стоянке,LOW,"Йосу (якорная стоянка), Южная Корея (Yeosu Anch., Korea)","Киттимат, Канада (KTM CANADA / Kitimat)",PUTERI SELANGOR,636024084,28 августа 2026 г,трансокеанских поставках сжиженного природного газа (СПГ) на дальнемагистральных маршрутах между Азией и североамериканскими экспортными терминалами (Канада),0.0
2026-09-09,9976111,94409.0,110511.0,289.0,46.0,8.9,14.6,1.0,2025,Либерия (Liberia) — один из крупнейших международно признанных «белых» судовых реестров,Танкер-газовоз СПГ (LNG Carrier),Underway using Engine / В пути,EXTREME,"Bintulu LNG, Malaysia (MY BTU)","Gladstone, Australia (",PUTERI TERENGGANU,636024080,"4 октября 2026 г., 01:00 UTC","Танкер-газовоз СПГ · флаг: Либерия (Liberia) — один из крупнейших международно признанных «белых» судовых реестров · следует в: Gladstone, Australia ( · Underway using Engine · возраст: 1 лет",0.0
2026-09-09,9766580,94360.0,115366.0,294.9,46.4,9.0,16.0,7.0,2019,Остров Мэн,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,HIGH,"Gladstone LNG, Australia (AU GLA)","Barcelona Regas, Spain (ES BCN)",BRITISH SPONSOR,636094722,7 июля 2026 г,Великобритания,0.0
2026-09-09,9986116,94326.0,114983.0,295.0,47.0,9.5,14.0,1.0,2025,Либерия,Газовоз (LNG Tanker / Large LNG Carrier),At Anchor / На якорной стоянке,LOW,"Hammerfest LNG, Norway (NO HAM)","Grain LNG, UK (GB GRA)",SHAFALLAH,636378728,"22 октября 2026 г., 20:15 UTC","обеспечении глобальных поставок СПГ, осуществляя рейсы в интересах энергетического сектора, в частности в рамках проектов с участием Qatar Energy",0.0
2026-09-09,9986087,94326.0,114983.0,295.0,47.0,9.4,14.4,1.0,2025,Либерия,Танкер для перевозки сжиженного природного газа (LNG Tanker).,At Anchor / На якорной стоянке,LOW,"Hammerfest LNG, Norway (NO HAM)",порт Фрипорт (Freeport),LNG 6087,636574239,14 июня 2026 г,Танкер для перевозки сжиженного природного газа · флаг: Либерия · следует в: порт Фрипорт (Freeport) · At Anchor · возраст: 1 лет,0.0
2026-09-09,9976939,94326.0,114983.0,295.0,47.0,11.1,17.6,1.0,2025,Либерия,Газовоз (LNG Tanker),Underway using Engine / В пути,LOW,"Cove Point LNG, USA (US COV)",порт Пьомбино,AL KHARRARAH,636796037,23 июня 2026 г,Газовоз · флаг: Либерия · следует в: порт Пьомбино · Underway using Engine · возраст: 1 лет,0.0
2026-09-09,9986063,94326.0,114983.0,295.0,47.0,11.6,14.7,1.0,2025,Либерия,Газовоз (LNG Tanker / New Panamax),Underway using Engine / В пути,LOW,"Ras Laffan, Qatar (QA RLF)","Zeebrugge LNG, Belgium (BE ZEE)",BU NAKHLAH,636139137,30 июня 2026 г,Газовоз · флаг: Либерия · Underway using Engine · возраст: 1 лет,0.0
2026-09-09,9976915,94326.0,114983.0,294.9,46.4,11.2,16.4,1.0,2025,"Либерия. Габариты: Длина (LOA) 294.90 м, ширина (Beam) 46.40 м. Тоннаж:",LNG Tanker / LNGC,Underway using Engine / В пути,LOW,"Piraeus, Greece (GR PIR)",зону ожидания для уточнения конечного порта разгрузки или получения новых торговых инструкций (характерно для спотового рынка СПГ).Аналитическое резюме:Танкер UMM SWAYYAH совершает переход из портов США в Атлантику. Судно находится в рабочем состоянии,PACIFIC 6915,636024551,10 июня 2026 г,"флаг: Либерия. Габариты: Длина (LOA) 294.90 м, ширина (Beam) 46.40 м. Тоннаж: · следует в: зону ожидания для уточнения конечного порта разгрузки или получения новых торговых инструкций (характерно для спотового рынка СПГ).Аналитическое резюме:Танкер UMM SWAYYAH совершает переход из портов США в Атлантику. Судно находится в рабочем состоянии · Underway using Engine · возраст: 1 лет",0.0
2026-09-09,9986075,94325.0,114983.0,295.0,47.0,9.0,13.4,0.0,2026,Либерия,Газовоз / LNG Tanker,Under way using engine,LOW,"СПГ-терминал Венчер Глобал Плакеминс, США (Venture Global Plaquemines LNG Terminal, United States)",USCMU,HASBAH,636025940,29 августа 2026 г,"Газовоз / LNG Tanker · флаг: Либерия · маршрут: СПГ-терминал Венчер Глобал Плакеминс, США (Venture Global Plaquemines LNG Terminal, United States) → Таоюань, Тайвань (TWTYN / Taoyuan) · Underway using Engine",0.414
2026-09-09,9766542,94303.0,115366.0,294.9,46.4,9.6,15.3,8.0,2018,Соединенное Королевство (Великобритания) / Остров Мэн,Газовоз (LNG Tanker),На ходу (Under way),LOW,"Tangguh LNG, Indonesia (ID TGH)",порт Кейптаун (Cape Town),AZURE 6542,232146863,11 июня 2026 г,Газовоз · флаг: Соединенное Королевство (Великобритания) / Остров Мэн · следует в: порт Кейптаун (Cape Town) · На ходу (Under way) · возраст: 8 лет,0.0
2026-09-09,9873840,94167.0,115338.0,294.98,46.4,9.5,14.0,5.0,2021,Сингапур,"СПГ-танкер (LNG Tanker, Membrane Type)",Underway using Engine / В пути,LOW,"Bonny LNG, Nigeria (NG BNL)","Incheon, South Korea (KR INC)",BW LESMES,565375344,"12 октября 2026 г., 21:30 UTC",СПГ-танкер · флаг: Сингапур · Underway using Engine · возраст: 5 лет,0.0
2026-09-09,9269180,94150.0,114863.0,289.53,49.0,11.5,9.6,22.0,2004,ЯПОНИЯ,LNG Tanker (Танкер для перевозки сжиженного природного газа),Underway using Engine (На ходу),LOW,"Пригородное, Россия (RU PGN)","Нихама, Япония (JP IHA)",ENERGY ADVANCE,431740320,25 мая 2026 г,"поставки СПГ из проектов на острове Сахалин в Японию. Осадка 11.5 метра подтверждает наличие груза, необходимого для обеспечения энергетического сектора Японии",0.0
2026-09-09,9779238,94145.0,144828.0,293.5,48.94,9.4,12.1,8.0,2018,Сингапур,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,HIGH,"Sabine Pass LNG, USA (US SAB)",Австралию,DIAMOND GAS ROSE,564103315,3 июля 2026 г,Танкер для перевозки сжиженного природного газа · флаг: Сингапур · следует в: Австралию · Underway using Engine · возраст: 8 лет,0.0
2026-09-09,9960590,94069.0,115238.0,294.98,46.4,9.6,14.0,1.0,2025,Либерия,Танкер для перевозки сжиженного природного газа (LNG Tanker),Underway using Engine / В пути,LOW,"Sabetta, Russia (RU SAB)","Fos-sur-Mer, France (FR FOS)",VENTURE CREOLEIMO номер: 9960590,636254015,27 июня 2026 г,Танкер для перевозки сжиженного природного газа · флаг: Либерия · Underway using Engine · возраст: 1 лет,0.0
2026-09-09,9968932,94068.0,115238.0,295.0,46.0,9.3,11.5,0.0,2026,Сингапур,Газовоз / Танкер для перевозки сжиженного природного газа (LNG Tanker),Under way using engine,LOW,"Cove Point LNG, USA (US COV)",USCP6,BW NIVALIS,563315500,16 августа 2026 г,"Газовоз / Танкер для перевозки сжиженного природного газа · флаг: Сингапур · следует в: Скаген, Дания / Skagen, Denmark · Underway using Engine",0.414
2026-09-09,9779226,94028.0,144828.0,293.5,48.94,11.0,13.5,8.0,2018,Сингапур,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,HIGH,"Bonny LNG, Nigeria (NG BNL)","Grain LNG, UK (GB GRA)",DIAMOND GAS ORCHID,564017263,25 июня 2026 г,Танкер для перевозки сжиженного природного газа · флаг: Сингапур · Underway using Engine · возраст: 8 лет,0.0
2026-09-09,9896933,94000.0,115373.0,294.9,46.4,9.6,14.0,4.0,2022,Сингапур,Газовоз (LNG Tanker),Underway using Engine / В пути,LOW,"Sabetta, Russia (RU SAB)",порт Порт-Саид (Египет,BW CASSIA,565755969,"23 сентября 2026 г., 17:15 UTC",Газовоз · флаг: Сингапур · следует в: порт Порт-Саид (Египет · Underway using Engine · возраст: 4 лет,0.0
2026-09-09,9896921,93980.0,115373.0,294.9,46.4,9.0,0.0,4.0,2022,Сингапур,Танкер для перевозки сжиженного природного газа / LNG Carrier (HAZ-D),At anchor,LOW,"Монтевидео (якорная стоянка), Уругвай (Montevideo Anch., Uruguay)",TT PTF,BW ENN SNOW LOTUS,563162500,7 августа 2026 г,"Танкер для перевозки сжиженного природного газа / LNG Carrier · флаг: Сингапур · маршрут: Монтевидео (якорная стоянка), Уругвай (Montevideo Anch., Uruguay) → Пойнт-Фортен, Тринидад и Тобаго (Point Fortin, Trinidad & Tobago) · трансокеанский переход из Южной Америки вверх по Атлантике в Карибский бассейн · возраст: 4 лет",0.84
2026-09-09,9962433,93900.0,115183.0,295.0,46.0,9.2,14.0,1.0,2025,Бермудские Острова,Газовоз (LNG Tanker),Underway using Engine / В пути,LOW,"Corpus Christi LNG, USA (US CRP)",балласте для загрузки),WOODSIDE BARRUMBARA,636352237,29 июня 2026 г,Газовоз · флаг: Бермудские Острова · следует в: балласте для загрузки) · Underway using Engine · возраст: 1 лет,0.0
2026-09-09,9961477,93876.0,115148.0,299.0,46.4,9.5,16.0,2.0,2024,Сингапур,Газовоз (LNG Tanker / СПГ-танкер),Underway using Engine / В пути,LOW,"Bintulu LNG, Malaysia (MY BTU)",режиме «FOR ORDERS» (ожидание коммерческих инструкций),GREENERGY OCEAN,567807757,"16 сентября 2026 г., 16:15 UTC",Газовоз · флаг: Сингапур · следует в: режиме «FOR ORDERS» (ожидание коммерческих инструкций) · Underway using Engine · возраст: 2 лет,0.0
2026-09-09,9956953,93835.0,115586.0,294.9,46.4,11.7,17.7,1.0,2025,Маршалловы Острова,"Газовоз / Крупнотоннажный газовоз (LNG Tanker, категория HAZ-D)",интенсивный транзитный переход на ходу,LOW,"Бонни, Нигерия (Bonny, Nigeria)",судна в открытом море в зависимости от текущих котировок и потребностей рынка,MOL AZURE,538011095,21 августа 2026 г,"Газовоз / Крупнотоннажный газовоз · флаг: Маршалловы Острова · маршрут: Бонни, Нигерия (Bonny, Nigeria) → судна в открытом море в зависимости от текущих котировок и потребностей рынка · интенсивный транзитный переход на ходу · возраст: 1 лет",0.0
2026-09-09,9947639,93800.0,118500.0,299.0,46.0,11.2,18.8,0.0,2026,Либерия,Газовоз (LNG Tanker / New Panamax),Underway using Engine / В пути,LOW,"Gladstone LNG, Australia (AU GLA)","Gate Terminal Rotterdam, Netherlands (NL RTM)",VANTAGE LNG (Correction: Реестровое имя — LNG INDUS),636988286,30 июня 2026 г,Газовоз · флаг: Либерия · Underway using Engine,0.0
2026-09-09,9961506,93784.0,115148.0,299.0,46.0,9.5,18.5,1.0,2025,Сингапур,Газовоз для перевозки СПГ (LNG Tanker),На ходу (Under way),LOW,"Hammerfest LNG, Norway (NO HAM)",терминал GTA (Greater Tortue Ahmeyim),GREENERGY MOON,565686372,20 июня 2026 г,Singapore,0.0
2026-09-09,9961491,93777.0,115148.0,299.0,46.0,11.5,19.2,1.0,2025,Сингапур,Газовоз / LNG Tanker,Underway using Engine / В пути,LOW,"Пунта-Эуропа, Экваториальная Гвинея (Punta Europa, Equatorial Guinea)","Тайбэй, Тайвань (Taipei, Taiwan)",GREENERGY STAR,563255800,8 августа 2026 г,"Газовоз / LNG Tanker · флаг: Сингапур · маршрут: Пунта-Эуропа, Экваториальная Гвинея (Punta Europa, Equatorial Guinea) → Тайбэй, Тайвань (Taipei, Taiwan) · Underway using Engine · возраст: 1 лет",0.0
2026-09-09,9857365,93775.0,116430.0,297.0,46.4,9.6,14.0,6.0,2020,Маршалловы Острова,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,LOW,"Corpus Christi LNG, USA (US CRP)","Fos-sur-Mer, France (FR FOS)",FLEX AURORAIMO номер: 9857365,538155066,"3 ноября 2026 г., 00:00 UTC",Танкер для перевозки сжиженного природного газа · флаг: Маршалловы Острова · Underway using Engine · возраст: 6 лет,0.0
2026-09-09,9957725,93771.0,114401.0,299.0,46.4,9.5,14.0,2.0,2024,Маршалловы Острова,LNG Tanker (Танкер для перевозки сжиженного природного газа),Under way (На ходу),LOW,"Cove Point LNG, USA (US COV)",терминал Коув-Пойнт для проведения грузовых операций,ASSOS,538010316,"10 октября 2026 г., 04:45 UTC",LNG Tanker · флаг: Маршалловы Острова · следует в: терминал Коув-Пойнт для проведения грузовых операций · Under way (На ходу) · возраст: 2 лет,0.0
2026-09-09,9862475,93764.0,116430.0,297.0,46.4,7.8,14.0,5.0,2021,Маршалловы острова,Газовоз (LNG Tanker),На якоре (At anchor),LOW,"Hammerfest LNG, Norway (NO HAM)","Zeebrugge LNG, Belgium (BE ZEE)",FLEX VIGILANT,538407916,"5 октября 2026 г., 08:00 UTC","регулярных коммерческих перевозках СПГ между крупными международными терминалами. Отсутствуют какие-либо признаки вовлеченности в деятельность, связанную с обходом санкций или работой «теневого флота»",0.0
2026-09-09,9949027,93758.0,115586.0,298.0,48.0,11.6,18.0,3.0,2023,Маршалловы Острова,Газовоз / LNG Tanker,Under way using engine,LOW,"Коув-Пойнт, США (Cove Point, United States)","Дахедж, Индия (Dahej, India)",GAIL URJA,538010799,23 августа 2026 г,"долгосрочных цепочках поставок сжиженного природного газа (СПГ), выполняя трансокеанский рейс из терминала Коув-Пойнт (США) в порт Дахедж (Индия)",0.395
2026-09-09,9943853,93736.0,116581.0,299.0,46.4,9.6,14.0,2.0,2024,Бермудские острова,"Танкер для перевозки сжиженного природного газа (LNG Tanker, Large)",Underway using Engine / В пути,LOW,"Corpus Christi LNG, USA (US CRP)",порт Бонни (Нигерия). Ожидаемое время прибытия: 5 июля 2026 г,AXIOS II,636475707,5 июля 2026 г,Танкер для перевозки сжиженного природного газа · флаг: Бермудские острова · следует в: порт Бонни (Нигерия). Ожидаемое время прибытия: 5 июля 2026 г · Underway using Engine · возраст: 2 лет,0.0
2026-09-09,9861031,93668.0,116354.0,299.0,46.4,9.3,10.7,6.0,2020,Мальта,Газовоз (LNG Tanker / Large),Underway using Engine / В пути,LOW,"Cove Point LNG, USA (US COV)",акваторию Мексиканского залива (регион США) в режиме ожидания торговых распоряжений (ETA 2 июля 2026 г,COOL DISCOVERER,229243695,2 июля 2026 г,"трансокеанских перевозках, связывающих экспортные терминалы США (например, Корпус-Кристи) с потребителями в Европе и Азии",0.0
